,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
5066,ميفيوس,ميفيوس,"['م', '##ي', '##في', '##وس']","['م', '##ي', '##في', '##وس']",I-PERS,I-MISC,sentence#170,False
5067,بلجيكا,بلجيكا,['بلجيكا'],['بلجيكا'],B-LOC,B-LOC,sentence#170,True
5068,نيسان,نيسان,['نيسان'],['نيسان'],B-ORG,B-ORG,sentence#170,True
5069,بيك,بيك,['بيك'],['بيك'],B-MISC,B-MISC,sentence#170,True
5070,آب,آب,['آب'],['آب'],I-MISC,I-MISC,sentence#170,True
5071,39,39,['39'],['39'],O,O,sentence#170,True
5072,دقيقة,دقيقة,['دقيقة'],['دقيقة'],O,O,sentence#170,True
5073,42,42,['42'],['42'],O,O,sentence#170,True
5074,ثانية,ثانية,['ثانية'],['ثانية'],O,O,sentence#170,True
5075,وتشكل,وتشكل,['وتشكل'],['وتشكل'],O,O,sentence#171,True
5076,جيل,جيل,['جيل'],['جيل'],B-PERS,O,sentence#171,False
5077,اسبانيا,اسبانيا,['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#171,True
5078,سيات,سيات,"['سي', '##ات']","['سي', '##ات']",B-ORG,B-PERS,sentence#171,False
5079,كوردوبا,كوردوبا,"['كورد', '##وبا']","['كورد', '##وبا']",B-MISC,I-PERS,sentence#171,False
5080,39د,39د,"['39', '##د']","['39', '##د']",O,O,sentence#171,True
5081,56ث,56ث,"['56', '##ث']","['56', '##ث']",O,O,sentence#171,True
5082,ألف,ألف,['ألف'],['ألف'],O,O,sentence#172,True
5083,-,-,['-'],['-'],O,O,sentence#172,True
5084,بيتر,بيتر,['بيتر'],['بيتر'],B-PERS,B-PERS,sentence#172,True
5085,هانسل,هانسل,"['هانس', '##ل']","['هانس', '##ل']",I-PERS,I-PERS,sentence#172,True
5086,فرنسا,فرنسا,['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#172,True
5087,نيسان,نيسان,['نيسان'],['نيسان'],B-ORG,B-ORG,sentence#172,True
5088,بيك,بيك,['بيك'],['بيك'],B-MISC,B-MISC,sentence#172,True
5089,آب,آب,['آب'],['آب'],I-MISC,I-MISC,sentence#172,True
5090,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#172,True
5091,39ث,39ث,"['39', '##ث']","['39', '##ث']",O,O,sentence#172,True
5092,المفتوح,المفتوح,['المفتوح'],['المفتوح'],O,O,sentence#173,True
5093,-,-,['-'],['-'],O,O,sentence#173,True
5094,سوسا,سوسا,"['سوس', '##ا']","['سوس', '##ا']",B-PERS,B-ORG,sentence#173,False
5095,اسبانيا,اسبانيا,['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#173,True
5096,متسوبيشي,متسوبيشي,"['مت', '##سوب', '##يشي']","['مت', '##سوب', '##يشي']",B-ORG,O,sentence#173,False
5097,ال,ال,['ال'],['ال'],B-MISC,O,sentence#173,False
5098,،,،,['،'],['،'],O,O,sentence#173,True
5099,200,200,['200'],['200'],I-MISC,O,sentence#173,False
5100,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#173,True
5101,41ث,41ث,"['41', '##ث']","['41', '##ث']",O,O,sentence#173,True
5102,من,من,['من'],['من'],O,O,sentence#174,True
5103,-,-,['-'],['-'],O,O,sentence#174,True
5104,ماسوكا,ماسوكا,"['ما', '##سوك', '##ا']","['ما', '##سوك', '##ا']",B-PERS,B-PERS,sentence#174,True
5105,اليابان,اليابان,['اليابان'],['اليابان'],B-LOC,B-LOC,sentence#174,True
5106,متسوبيشي,متسوبيشي,"['مت', '##سوب', '##يشي']","['مت', '##سوب', '##يشي']",B-ORG,B-PERS,sentence#174,False
5107,باجيرو,باجيرو,"['باج', '##يرو']","['باج', '##يرو']",I-ORG,I-PERS,sentence#174,False
5108,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#174,True
5109,46,46,['46'],['46'],O,O,sentence#174,True
5110,ث,ث,['ث'],['ث'],O,O,sentence#174,True
5111,إعداد,إعداد,['إعداد'],['إعداد'],O,O,sentence#175,True
5112,-,-,['-'],['-'],O,O,sentence#175,True
5113,كلاين,كلاين,"['كل', '##ا', '##ين']","['كل', '##ا', '##ين']",B-PERS,B-PERS,sentence#175,True
5114,شميت,شميت,['شميت'],['شميت'],I-PERS,I-PERS,sentence#175,True
5115,المانيا,المانيا,['المانيا'],['المانيا'],B-LOC,B-LOC,sentence#175,True
5116,متسوبيشي,متسوبيشي,"['مت', '##سوب', '##يشي']","['مت', '##سوب', '##يشي']",B-ORG,B-PERS,sentence#175,False
5117,باجيرو,باجيرو,"['باج', '##يرو']","['باج', '##يرو']",B-MISC,I-PERS,sentence#175,False
5118,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#175,True
5119,59ث,59ث,"['59', '##ث']","['59', '##ث']",O,O,sentence#175,True
5120,*,*,['*'],['*'],O,O,sentence#176,True
5121,-,-,['-'],['-'],O,O,sentence#176,True
5122,فونتيناي,فونتيناي,"['فون', '##تين', '##ا', '##ي']","['فون', '##تين', '##ا', '##ي']",B-PERS,B-PERS,sentence#176,True
5123,فرنسا,فرنسا,['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#176,True
5124,متسوبيشي,متسوبيشي,"['مت', '##سوب', '##يشي']","['مت', '##سوب', '##يشي']",B-ORG,B-PERS,sentence#176,False
5125,باجيرو,باجيرو,"['باج', '##يرو']","['باج', '##يرو']",B-MISC,I-PERS,sentence#176,False
5126,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#176,True
5127,58ث,58ث,"['58', '##ث']","['58', '##ث']",O,O,sentence#176,True
5128,أنغو,أنغو,"['أن', '##غو']","['أن', '##غو']",I-PERS,B-ORG,sentence#177,False
5129,-,-,['-'],['-'],O,O,sentence#177,True
5130,شينوزوكا,شينوزوكا,"['شين', '##وزو', '##ك', '##ا']","['شين', '##وزو', '##ك', '##ا']",B-PERS,B-ORG,sentence#177,False
5131,اليابان,اليابان,['اليابان'],['اليابان'],B-LOC,B-LOC,sentence#177,True
5132,متسوبيشي,متسوبيشي,"['مت', '##سوب', '##يشي']","['مت', '##سوب', '##يشي']",B-ORG,B-PERS,sentence#177,False
5133,باجيرو,باجيرو,"['باج', '##يرو']","['باج', '##يرو']",B-MISC,I-PERS,sentence#177,False
5134,41د,41د,"['41', '##د']","['41', '##د']",O,O,sentence#177,True
5135,32ث,32ث,"['32', '##ث']","['32', '##ث']",O,O,sentence#177,True
5136,هيئة,هيئة,['هيئة'],['هيئة'],O,O,sentence#178,True
5137,-,-,['-'],['-'],O,O,sentence#178,True
5138,سيرفيا,سيرفيا,"['سير', '##في', '##ا']","['سير', '##في', '##ا']",B-PERS,B-LOC,sentence#178,False
5139,اسبانيا,اسبانيا,['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#178,True
5140,شليسير,شليسير,"['شلي', '##سير']","['شلي', '##سير']",B-ORG,B-PERS,sentence#178,False
5141,42د,42د,"['42', '##د']","['42', '##د']",O,O,sentence#178,True
5142,42ث,42ث,"['42', '##ث']","['42', '##ث']",O,O,sentence#178,True
5143,يعد,يعد,['يعد'],['يعد'],O,O,sentence#179,True
5144,الهاجري,الهاجري,['الهاجري'],['الهاجري'],B-PERS,B-PERS,sentence#179,True
5145,قطر,قطر,['قطر'],['قطر'],B-LOC,B-LOC,sentence#179,True
5146,متسوبيشي,متسوبيشي,"['مت', '##سوب', '##يشي']","['مت', '##سوب', '##يشي']",B-ORG,O,sentence#179,False
5147,ال,ال,['ال'],['ال'],B-MISC,O,sentence#179,False
5148,،,،,['،'],['،'],O,O,sentence#179,True
5149,200,200,['200'],['200'],B-MISC,O,sentence#179,False
5150,43د,43د,"['43', '##د']","['43', '##د']",O,O,sentence#179,True
5151,16ث,16ث,"['16', '##ث']","['16', '##ث']",O,O,sentence#179,True
5152,يحل,يحل,['يحل'],['يحل'],O,O,sentence#180,True
5153,1,1,['1'],['1'],O,O,sentence#180,True
5154,-,-,['-'],['-'],O,O,sentence#180,True
5155,روما,روما,['روما'],['روما'],B-PERS,B-LOC,sentence#180,False
5156,اسبانيا,اسبانيا,['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#180,True
5157,كي,كي,['كي'],['كي'],B-MISC,B-ORG,sentence#180,False
5158,تي,تي,"['ت', '##ي']","['ت', '##ي']",I-MISC,I-ORG,sentence#180,False
5159,إم,إم,['إم'],['إم'],I-MISC,I-ORG,sentence#180,False
5160,38,38,['38'],['38'],O,O,sentence#180,True
5161,دقيقة,دقيقة,['دقيقة'],['دقيقة'],O,O,sentence#180,True
5162,7,7,['7'],['7'],O,O,sentence#180,True
5163,ثوان,ثوان,['ثوان'],['ثوان'],O,O,sentence#180,True
5164,وأكد,وأكد,['وأكد'],['وأكد'],O,O,sentence#181,True
5165,ديسبري,ديسبري,"['ديس', '##بري']","['ديس', '##بري']",B-PERS,B-PERS,sentence#181,True
5166,فرنسا,فرنسا,['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#181,True
5167,كي,كي,['كي'],['كي'],B-MISC,B-ORG,sentence#181,False
5168,تي,تي,"['ت', '##ي']","['ت', '##ي']",I-MISC,I-ORG,sentence#181,False
5169,إم,إم,['إم'],['إم'],I-MISC,I-ORG,sentence#181,False
5170,38د,38د,"['38', '##د']","['38', '##د']",O,O,sentence#181,True
5171,18ث,18ث,"['18', '##ث']","['18', '##ث']",O,O,sentence#181,True
5172,"""","""","['""']","['""']",O,O,sentence#182,True
5173,-,-,['-'],['-'],O,O,sentence#182,True
5174,تيانين,تيانين,"['تيا', '##ن', '##ين']","['تيا', '##ن', '##ين']",B-PERS,B-PERS,sentence#182,True
5175,فنلندا,فنلندا,['فنلندا'],['فنلندا'],B-LOC,B-LOC,sentence#182,True
5176,كي,كي,['كي'],['كي'],B-MISC,B-ORG,sentence#182,False
5177,تي,تي,"['ت', '##ي']","['ت', '##ي']",I-MISC,I-ORG,sentence#182,False
5178,إم,إم,['إم'],['إم'],I-MISC,I-ORG,sentence#182,False
5179,38,38,['38'],['38'],O,O,sentence#182,True
5180,د37ث,د37ث,"['د', '##37', '##ث']","['د', '##37', '##ث']",O,O,sentence#182,True
5181,متسارعة,متسارعة,['متسارعة'],['متسارعة'],O,O,sentence#183,True
5182,-,-,['-'],['-'],O,O,sentence#183,True
5183,سينكت,سينكت,"['سين', '##ك', '##ت']","['سين', '##ك', '##ت']",B-PERS,O,sentence#183,False
5184,فرنسا,فرنسا,['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#183,True
5185,كي,كي,['كي'],['كي'],B-MISC,B-ORG,sentence#183,False
5186,تي,تي,"['ت', '##ي']","['ت', '##ي']",I-MISC,I-ORG,sentence#183,False
5187,إم,إم,['إم'],['إم'],I-MISC,I-ORG,sentence#183,False
5188,39د,39د,"['39', '##د']","['39', '##د']",O,O,sentence#183,True
5189,البنكي,البنكي,"['البنك', '##ي']","['البنك', '##ي']",O,I-ORG,sentence#184,False
5190,-,-,['-'],['-'],O,O,sentence#184,True
5191,استيف,استيف,"['است', '##ي', '##ف']","['است', '##ي', '##ف']",B-PERS,B-ORG,sentence#184,False
5192,بوجول,بوجول,"['بوج', '##و', '##ل']","['بوج', '##و', '##ل']",I-PERS,I-ORG,sentence#184,False
5193,اسبانيا,اسبانيا,['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#184,True
5194,كي,كي,['كي'],['كي'],B-MISC,B-ORG,sentence#184,False
5195,تي,تي,"['ت', '##ي']","['ت', '##ي']",I-MISC,I-ORG,sentence#184,False
5196,إم,إم,['إم'],['إم'],I-MISC,I-ORG,sentence#184,False
5197,39د,39د,"['39', '##د']","['39', '##د']",O,O,sentence#184,True
5198,42ث,42ث,"['42', '##ث']","['42', '##ث']",O,O,sentence#184,True
5199,أن,أن,['أن'],['أن'],O,I-ORG,sentence#185,False
5200,-,-,['-'],['-'],O,O,sentence#185,True
5201,كوما,كوما,"['كوم', '##ا']","['كوم', '##ا']",B-PERS,B-ORG,sentence#185,False
5202,ايطاليا,ايطاليا,['ايطاليا'],['ايطاليا'],B-LOC,B-LOC,sentence#185,True
5203,سوزوكي,سوزوكي,['سوزوكي'],['سوزوكي'],B-ORG,B-ORG,sentence#185,True
5204,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#185,True
5205,38ث,38ث,"['38', '##ث']","['38', '##ث']",O,O,sentence#185,True
5206,،,،,['،'],['،'],O,O,sentence#186,True
5207,-,-,['-'],['-'],O,O,sentence#186,True
5208,سالا,سالا,"['سال', '##ا']","['سال', '##ا']",B-PERS,B-ORG,sentence#186,False
5209,ايطاليا,ايطاليا,['ايطاليا'],['ايطاليا'],B-LOC,B-LOC,sentence#186,True
5210,كي,كي,['كي'],['كي'],B-MISC,B-ORG,sentence#186,False
5211,تي,تي,"['ت', '##ي']","['ت', '##ي']",I-MISC,I-ORG,sentence#186,False
5212,إم,إم,['إم'],['إم'],I-MISC,I-ORG,sentence#186,False
5213,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#186,True
5214,44ث,44ث,"['44', '##ث']","['44', '##ث']",O,O,sentence#186,True
5215,تقاليد,تقاليد,['تقاليد'],['تقاليد'],O,O,sentence#187,True
5216,-,-,['-'],['-'],O,O,sentence#187,True
5217,كوكس,كوكس,['كوكس'],['كوكس'],B-PERS,B-LOC,sentence#187,False
5218,جنوب,جنوب,['جنوب'],['جنوب'],B-LOC,O,sentence#187,False
5219,افريقيا,افريقيا,['افريقيا'],['افريقيا'],I-LOC,B-LOC,sentence#187,False
5220,كي,كي,['كي'],['كي'],B-MISC,O,sentence#187,False
5221,تم,تم,['تم'],['تم'],I-MISC,O,sentence#187,False
5222,إم,إم,['إم'],['إم'],I-MISC,O,sentence#187,False
5223,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#187,True
5224,49ث,49ث,"['49', '##ث']","['49', '##ث']",O,O,sentence#187,True
5225,ووصف,ووصف,['ووصف'],['ووصف'],O,O,sentence#188,True
5226,فيرهوف,فيرهوف,"['في', '##رهوف']","['في', '##رهوف']",B-PERS,B-PERS,sentence#188,True
5227,هولندا,هولندا,['هولندا'],['هولندا'],B-LOC,B-LOC,sentence#188,True
5228,كي,كي,['كي'],['كي'],B-MISC,O,sentence#188,False
5229,تم,تم,['تم'],['تم'],I-MISC,O,sentence#188,False
5230,إم,إم,['إم'],['إم'],I-MISC,O,sentence#188,False
5231,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#188,True
5232,53ث,53ث,"['53', '##ث']","['53', '##ث']",O,O,sentence#188,True
5233,قيد,قيد,['قيد'],['قيد'],O,O,sentence#189,True
5234,-,-,['-'],['-'],O,O,sentence#189,True
5235,ميوني,ميوني,"['ميو', '##ن', '##ي']","['ميو', '##ن', '##ي']",B-PERS,O,sentence#189,False
5236,ايطاليا,ايطاليا,['ايطاليا'],['ايطاليا'],B-LOC,B-LOC,sentence#189,True
5237,كي,كي,['كي'],['كي'],B-MISC,O,sentence#189,False
5238,تم,تم,['تم'],['تم'],I-MISC,O,sentence#189,False
5239,إم,إم,['إم'],['إم'],I-MISC,O,sentence#189,False
5240,40د,40د,"['40', '##د']","['40', '##د']",O,O,sentence#189,True
5241,54ث,54ث,"['54', '##ث']","['54', '##ث']",O,O,sentence#189,True
5242,في,في,['في'],['في'],O,O,sentence#190,True
5243,بوهدان,بوهدان,"['بو', '##ه', '##دان']","['بو', '##ه', '##دان']",B-PERS,B-LOC,sentence#190,False
5244,اولراخ,اولراخ,"['اول', '##راخ']","['اول', '##راخ']",I-PERS,O,sentence#190,False
5245,علي,علي,['علي'],['علي'],O,O,sentence#190,True
5246,الأسباني,الأسباني,['الأسباني'],['الأسباني'],O,O,sentence#190,True
5247,جالو,جالو,['جالو'],['جالو'],B-PERS,B-PERS,sentence#190,True
5248,بلاتكو,بلاتكو,"['بلا', '##تكو']","['بلا', '##تكو']",I-PERS,I-PERS,sentence#190,True
5249,6,6,['6'],['6'],O,O,sentence#190,True
5250,/,/,['/'],['/'],O,O,sentence#190,True
5251,2,2,['2'],['2'],O,O,sentence#190,True
5252,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#190,True
5253,/,/,['/'],['/'],O,O,sentence#190,True
5254,2,2,['2'],['2'],O,O,sentence#190,True
5255,الكبرى,الكبرى,['الكبرى'],['الكبرى'],O,O,sentence#191,True
5256,يونس,يونس,['يونس'],['يونس'],B-PERS,B-PERS,sentence#191,True
5257,العيناوي,العيناوي,"['العين', '##اوي']","['العين', '##اوي']",I-PERS,I-PERS,sentence#191,True
5258,علي,علي,['علي'],['علي'],O,O,sentence#191,True
5259,الفرنسي,الفرنسي,['الفرنسي'],['الفرنسي'],O,O,sentence#191,True
5260,سيدريك,سيدريك,"['سيد', '##ريك']","['سيد', '##ريك']",B-PERS,B-PERS,sentence#191,True
5261,بيولين,بيولين,"['بيو', '##لين']","['بيو', '##لين']",I-PERS,I-PERS,sentence#191,True
5262,7,7,['7'],['7'],O,O,sentence#191,True
5263,/,/,['/'],['/'],O,O,sentence#191,True
5264,6,6,['6'],['6'],O,O,sentence#191,True
5265,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#191,True
5266,/,/,['/'],['/'],O,O,sentence#191,True
5267,4,4,['4'],['4'],O,O,sentence#191,True
5268,خاصة,خاصة,['خاصة'],['خاصة'],O,O,sentence#192,True
5269,كافلنيكوف,كافلنيكوف,"['كاف', '##ل', '##نيكوف']","['كاف', '##ل', '##نيكوف']",B-PERS,B-PERS,sentence#192,True
5270,علي,علي,['علي'],['علي'],O,O,sentence#192,True
5271,التشيكي,التشيكي,['التشيكي'],['التشيكي'],O,O,sentence#192,True
5272,دانيا,دانيا,"['داني', '##ا']","['داني', '##ا']",B-PERS,B-PERS,sentence#192,True
5273,لفاتشيك,لفاتشيك,"['ل', '##فات', '##شيك']","['ل', '##فات', '##شيك']",I-PERS,I-PERS,sentence#192,True
5274,7,7,['7'],['7'],O,O,sentence#192,True
5275,/,/,['/'],['/'],O,O,sentence#192,True
5276,6,6,['6'],['6'],O,O,sentence#192,True
5277,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#192,True
5278,/,/,['/'],['/'],O,O,sentence#192,True
5279,4,4,['4'],['4'],O,O,sentence#192,True
5280,درهم,درهم,['درهم'],['درهم'],B-MISC,B-MISC,sentence#193,True
5281,اوجورودف,اوجورودف,"['او', '##جور', '##و', '##د', '##ف']","['او', '##جور', '##و', '##د', '##ف']",B-PERS,O,sentence#193,False
5282,علي,علي,['علي'],['علي'],O,O,sentence#193,True
5283,القطري,القطري,['القطري'],['القطري'],O,O,sentence#193,True
5284,ناصر,ناصر,['ناصر'],['ناصر'],B-PERS,B-PERS,sentence#193,True
5285,غانم,غانم,['غانم'],['غانم'],I-PERS,I-PERS,sentence#193,True
5286,6,6,['6'],['6'],O,O,sentence#193,True
5287,/,/,['/'],['/'],O,O,sentence#193,True
5288,1,1,['1'],['1'],O,O,sentence#193,True
5289,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#193,True
5290,/,/,['/'],['/'],O,O,sentence#193,True
5291,2,2,['2'],['2'],O,O,sentence#193,True
5292,تبلغ,تبلغ,['تبلغ'],['تبلغ'],O,O,sentence#194,True
5293,فيلكس,فيلكس,"['في', '##لكس']","['في', '##لكس']",B-PERS,B-PERS,sentence#194,True
5294,مانتيلا,مانتيلا,"['ما', '##نتي', '##لا']","['ما', '##نتي', '##لا']",I-PERS,I-PERS,sentence#194,True
5295,علي,علي,['علي'],['علي'],O,O,sentence#194,True
5296,الإيطالي,الإيطالي,['الإيطالي'],['الإيطالي'],O,O,sentence#194,True
5297,كاراتي,كاراتي,"['كارا', '##ت', '##ي']","['كارا', '##ت', '##ي']",B-PERS,B-PERS,sentence#194,True
5298,6,6,['6'],['6'],O,O,sentence#194,True
5299,/,/,['/'],['/'],O,O,sentence#194,True
5300,1,1,['1'],['1'],O,O,sentence#194,True
5301,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#194,True
5302,/,/,['/'],['/'],O,O,sentence#194,True
5303,1,1,['1'],['1'],O,O,sentence#194,True
5304,سنة2006,سنة2006,"['سنة', '##2006']","['سنة', '##2006']",O,O,sentence#195,True
5305,جوناس,جوناس,"['جون', '##ا', '##س']","['جون', '##ا', '##س']",B-PERS,B-PERS,sentence#195,True
5306,بجوركمان,بجوركمان,"['بجو', '##رك', '##مان']","['بجو', '##رك', '##مان']",I-PERS,I-PERS,sentence#195,True
5307,علي,علي,['علي'],['علي'],O,O,sentence#195,True
5308,التشيكي,التشيكي,['التشيكي'],['التشيكي'],O,O,sentence#195,True
5309,جان,جان,['جان'],['جان'],B-PERS,B-PERS,sentence#195,True
5310,فاتشيك,فاتشيك,"['فات', '##شيك']","['فات', '##شيك']",I-PERS,I-PERS,sentence#195,True
5311,6,6,['6'],['6'],O,O,sentence#195,True
5312,/,/,['/'],['/'],O,O,sentence#195,True
5313,4,4,['4'],['4'],O,O,sentence#195,True
5314,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#195,True
5315,/,/,['/'],['/'],O,O,sentence#195,True
5316,7,7,['7'],['7'],O,O,sentence#195,True
5317,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#195,True
5318,/,/,['/'],['/'],O,O,sentence#195,True
5319,3,3,['3'],['3'],O,O,sentence#195,True
5320,ملايير,ملايير,"['ملا', '##يير']","['ملا', '##يير']",O,B-PERS,sentence#196,False
5321,فرانكو,فرانكو,['فرانكو'],['فرانكو'],B-PERS,I-PERS,sentence#196,False
5322,سجولاري,سجولاري,"['سج', '##ولا', '##ري']","['سج', '##ولا', '##ري']",I-PERS,I-PERS,sentence#196,True
5323,علي,علي,['علي'],['علي'],O,O,sentence#196,True
5324,الأرميني,الأرميني,['الأرميني'],['الأرميني'],O,O,sentence#196,True
5325,سارجيس,سارجيس,"['سار', '##جيس']","['سار', '##جيس']",B-PERS,B-PERS,sentence#196,True
5326,سارجسيان,سارجسيان,"['سار', '##ج', '##سيان']","['سار', '##ج', '##سيان']",I-PERS,I-PERS,sentence#196,True
5327,6,6,['6'],['6'],O,O,sentence#196,True
5328,/,/,['/'],['/'],O,O,sentence#196,True
5329,صفر,صفر,['صفر'],['صفر'],O,O,sentence#196,True
5330,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#196,True
5331,/,/,['/'],['/'],O,O,sentence#196,True
5332,2,2,['2'],['2'],O,O,sentence#196,True
5333,للطن,للطن,['للطن'],['للطن'],O,O,sentence#197,True
5334,نيكولاي,نيكولاي,['نيكولاي'],['نيكولاي'],B-PERS,B-PERS,sentence#197,True
5335,دافيدنكو,دافيدنكو,"['دافيد', '##نكو']","['دافيد', '##نكو']",I-PERS,I-PERS,sentence#197,True
5336,علي,علي,['علي'],['علي'],O,O,sentence#197,True
5337,الروسي,الروسي,['الروسي'],['الروسي'],O,O,sentence#197,True
5338,ميخائيل,ميخائيل,['ميخائيل'],['ميخائيل'],B-PERS,B-PERS,sentence#197,True
5339,يوزهني,يوزهني,"['يو', '##ز', '##ه', '##ن', '##ي']","['يو', '##ز', '##ه', '##ن', '##ي']",I-PERS,I-PERS,sentence#197,True
5340,6,6,['6'],['6'],O,O,sentence#197,True
5341,/,/,['/'],['/'],O,O,sentence#197,True
5342,4,4,['4'],['4'],O,O,sentence#197,True
5343,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#197,True
5344,/,/,['/'],['/'],O,O,sentence#197,True
5345,2,2,['2'],['2'],O,O,sentence#197,True
5346,*,*,['*'],['*'],O,O,sentence#198,True
5347,العلمي,العلمي,['العلمي'],['العلمي'],I-PERS,B-PERS,sentence#198,False
5348,والعيناوي,والعيناوي,"['والعين', '##اوي']","['والعين', '##اوي']",B-PERS,O,sentence#198,False
5349,علي,علي,['علي'],['علي'],O,O,sentence#198,True
5350,الزوجي,الزوجي,['الزوجي'],['الزوجي'],O,O,sentence#198,True
5351,الإيطالي,الإيطالي,['الإيطالي'],['الإيطالي'],O,O,sentence#198,True
5352,أندريا,أندريا,['أندريا'],['أندريا'],B-PERS,B-PERS,sentence#198,True
5353,ويوهدان,ويوهدان,"['ويو', '##ه', '##دان']","['ويو', '##ه', '##دان']",B-PERS,B-PERS,sentence#198,True
5354,6,6,['6'],['6'],O,O,sentence#198,True
5355,/,/,['/'],['/'],O,O,sentence#198,True
5356,1,1,['1'],['1'],O,O,sentence#198,True
5357,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#198,True
5358,/,/,['/'],['/'],O,O,sentence#198,True
5359,3,3,['3'],['3'],O,O,sentence#198,True
5360,يوما,يوما,['يوما'],['يوما'],O,O,sentence#199,True
5361,الألماني,الألماني,['الألماني'],['الألماني'],O,O,sentence#199,True
5362,مايكل,مايكل,['مايكل'],['مايكل'],B-PERS,B-PERS,sentence#199,True
5363,والجنوب,والجنوب,['والجنوب'],['والجنوب'],O,O,sentence#199,True
5364,أفريقي,أفريقي,['أفريقي'],['أفريقي'],O,O,sentence#199,True
5365,أدامس,أدامس,"['أدام', '##س']","['أدام', '##س']",B-PERS,B-PERS,sentence#199,True
5366,علي,علي,['علي'],['علي'],O,O,sentence#199,True
5367,الزوجي,الزوجي,['الزوجي'],['الزوجي'],O,O,sentence#199,True
5368,التشيكي,التشيكي,['التشيكي'],['التشيكي'],O,O,sentence#199,True
5369,راديك,راديك,"['راد', '##ي', '##ك']","['راد', '##ي', '##ك']",B-PERS,B-PERS,sentence#199,True
5370,وفريدل,وفريدل,"['وفريد', '##ل']","['وفريد', '##ل']",B-PERS,B-PERS,sentence#199,True
5371,6,6,['6'],['6'],O,O,sentence#199,True
5372,/,/,['/'],['/'],O,O,sentence#199,True
5373,4,4,['4'],['4'],O,O,sentence#199,True
5374,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#199,True
5375,/,/,['/'],['/'],O,O,sentence#199,True
5376,4,4,['4'],['4'],O,O,sentence#199,True
5377,اقليم,اقليم,['اقليم'],['اقليم'],O,O,sentence#200,True
5378,الأميركي,الأميركي,['الأميركي'],['الأميركي'],O,O,sentence#200,True
5379,دونالد,دونالد,['دونالد'],['دونالد'],B-PERS,B-PERS,sentence#200,True
5380,وبالمر,وبالمر,"['وبالم', '##ر']","['وبالم', '##ر']",B-PERS,I-PERS,sentence#200,False
5381,علي,علي,['علي'],['علي'],O,O,sentence#200,True
5382,الزوجي,الزوجي,['الزوجي'],['الزوجي'],O,O,sentence#200,True
5383,الأسباني,الأسباني,['الأسباني'],['الأسباني'],O,O,sentence#200,True
5384,فيسنت,فيسنت,"['في', '##سنت']","['في', '##سنت']",B-PERS,B-PERS,sentence#200,True
5385,وبورتاس,وبورتاس,"['وبور', '##تاس']","['وبور', '##تاس']",B-PERS,I-PERS,sentence#200,False
5386,6,6,['6'],['6'],O,O,sentence#200,True
5387,/,/,['/'],['/'],O,O,sentence#200,True
5388,2,2,['2'],['2'],O,O,sentence#200,True
5389,و6,و6,"['و', '##6']","['و', '##6']",O,O,sentence#200,True
5390,/,/,['/'],['/'],O,O,sentence#200,True
5391,4,4,['4'],['4'],O,O,sentence#200,True
5392,المركز,المركز,['المركز'],['المركز'],O,O,sentence#201,True
5393,التشيكي,التشيكي,['التشيكي'],['التشيكي'],O,O,sentence#201,True
5394,بالا,بالا,['بالا'],['بالا'],B-PERS,B-PERS,sentence#201,True
5395,وفيزنر,وفيزنر,"['وفي', '##ز', '##ن', '##ر']","['وفي', '##ز', '##ن', '##ر']",B-PERS,I-PERS,sentence#201,False
5396,علي,علي,['علي'],['علي'],O,O,sentence#201,True
5397,الزوجي,الزوجي,['الزوجي'],['الزوجي'],O,O,sentence#201,True
