,words,tokenised_words,true,pred,sentence,agreement
13859,Fe,['fe'],I-ORG,I-ORG,sentence#477,True
13860,",","[',']",O,O,sentence#477,True
13861,investors,['investors'],O,O,sentence#477,True
13862,would,['would'],O,O,sentence#477,True
13863,have,['have'],O,O,sentence#477,True
13864,to,['to'],O,O,sentence#477,True
13865,wait,['wait'],O,O,sentence#477,True
13866,until,['until'],O,O,sentence#477,True
13867,the,['the'],O,O,sentence#477,True
13868,second,['second'],O,O,sentence#477,True
13869,half,['half'],O,O,sentence#477,True
13870,of,['of'],O,O,sentence#477,True
13871,1998,['1998'],O,O,sentence#477,True
13872,to,['to'],O,O,sentence#477,True
13873,realize,['realize'],O,O,sentence#477,True
13874,earnings,['earnings'],O,O,sentence#477,True
13875,accretion,"['acc', '##ret', '##ion']",O,O,sentence#477,True
13876,"""","['""']",O,O,sentence#478,True
13877,I,['i'],O,O,sentence#478,True
13878,think,['think'],O,O,sentence#478,True
13879,Homestake,"['homes', '##take']",B-ORG,B-PER,sentence#478,False
13880,could,['could'],O,O,sentence#478,True
13881,come,['come'],O,O,sentence#478,True
13882,in,['in'],O,O,sentence#478,True
13883,as,['as'],O,O,sentence#478,True
13884,a,['a'],O,O,sentence#478,True
13885,white,['white'],O,O,sentence#478,True
13886,knight,['knight'],O,O,sentence#478,True
13887,",","[',']",O,O,sentence#478,True
13888,but,['but'],O,O,sentence#478,True
13889,how,['how'],O,O,sentence#478,True
13890,much,['much'],O,O,sentence#478,True
13891,is,['is'],O,O,sentence#478,True
13892,someone,['someone'],O,O,sentence#478,True
13893,willing,['willing'],O,O,sentence#478,True
13894,to,['to'],O,O,sentence#478,True
13895,come,['come'],O,O,sentence#478,True
13896,in,['in'],O,O,sentence#478,True
13897,above,['above'],O,O,sentence#478,True
13898,the,['the'],O,O,sentence#478,True
13899,Newmont,"['new', '##mont']",B-ORG,B-ORG,sentence#478,True
13900,number,['number'],O,O,sentence#478,True
13901,One,['one'],O,O,sentence#479,True
13902,would,['would'],O,O,sentence#479,True
13903,have,['have'],O,O,sentence#479,True
13904,to,['to'],O,O,sentence#479,True
13905,outbid,"['out', '##bid']",O,O,sentence#479,True
13906,by,['by'],O,O,sentence#479,True
13907,at,['at'],O,O,sentence#479,True
13908,least,['least'],O,O,sentence#479,True
13909,15,['15'],O,O,sentence#479,True
13910,percent,['percent'],O,O,sentence#479,True
13911,",","[',']",O,O,sentence#479,True
13912,but,['but'],O,O,sentence#479,True
13913,there,['there'],O,O,sentence#479,True
13914,is,['is'],O,O,sentence#479,True
13915,going,['going'],O,O,sentence#479,True
13916,to,['to'],O,O,sentence#479,True
13917,be,['be'],O,O,sentence#479,True
13918,a,['a'],O,O,sentence#479,True
13919,(,['('],O,O,sentence#479,True
13920,Santa,['santa'],B-ORG,B-LOC,sentence#479,False
13921,Fe,['fe'],I-ORG,I-ORG,sentence#479,True
13922,),[')'],O,O,sentence#479,True
13923,deal,['deal'],O,O,sentence#479,True
13924,with,['with'],O,O,sentence#479,True
13925,someone,['someone'],O,O,sentence#479,True
13926,",","[',']",O,O,sentence#479,True
13927,"""","['""']",O,O,sentence#479,True
13928,he,['he'],O,O,sentence#479,True
13929,said,['said'],O,O,sentence#479,True
13930,"""","['""']",O,O,sentence#480,True
13931,Longer,['longer'],O,O,sentence#480,True
13932,term,['term'],O,O,sentence#480,True
13933,",","[',']",O,O,sentence#480,True
13934,two,['two'],O,O,sentence#480,True
13935,to,['to'],O,O,sentence#480,True
13936,three,['three'],O,O,sentence#480,True
13937,years,['years'],O,O,sentence#480,True
13938,out,['out'],O,O,sentence#480,True
13939,",","[',']",O,O,sentence#480,True
13940,(,['('],O,O,sentence#480,True
13941,a,['a'],O,O,sentence#480,True
13942,Newmont-Santa,"['new', '##mont', '-', 'santa']",B-MISC,B-ORG,sentence#480,False
13943,Fe,['fe'],I-MISC,I-ORG,sentence#480,False
13944,deal,['deal'],O,O,sentence#480,True
13945,),[')'],O,O,sentence#480,True
13946,is,['is'],O,O,sentence#480,True
13947,positive,['positive'],O,O,sentence#480,True
13948,",","[',']",O,O,sentence#480,True
13949,it,['it'],O,O,sentence#480,True
13950,does,['does'],O,O,sentence#480,True
13951,all,['all'],O,O,sentence#480,True
13952,the,['the'],O,O,sentence#480,True
13953,right,['right'],O,O,sentence#480,True
13954,things,['things'],O,O,sentence#480,True
13955,But,['but'],O,O,sentence#481,True
13956,in,['in'],O,O,sentence#481,True
13957,the,['the'],O,O,sentence#481,True
13958,near-term,"['near', '-', 'term']",O,O,sentence#481,True
13959,it,['it'],O,O,sentence#481,True
13960,is,['is'],O,O,sentence#481,True
13961,",","[',']",O,O,sentence#481,True
13962,at,['at'],O,O,sentence#481,True
13963,worst,['worst'],O,O,sentence#481,True
13964,",","[',']",O,O,sentence#481,True
13965,neutral,['neutral'],O,O,sentence#481,True
13966,",","[',']",O,O,sentence#481,True
13967,"""","['""']",O,O,sentence#481,True
13968,the,['the'],O,O,sentence#481,True
13969,analyst,['analyst'],O,O,sentence#481,True
13970,added,['added'],O,O,sentence#481,True
13971,Newmont,"['new', '##mont']",B-ORG,B-ORG,sentence#482,True
13972,proposed,['proposed'],O,O,sentence#482,True
13973,to,['to'],O,O,sentence#482,True
13974,Santa,['santa'],B-LOC,B-ORG,sentence#482,False
13975,Fe,['fe'],I-LOC,I-ORG,sentence#482,False
13976,a,['a'],O,O,sentence#482,True
13977,stock-swap,"['stock', '-', 'swap']",O,O,sentence#482,True
13978,merger,['merger'],O,O,sentence#482,True
13979,at,['at'],O,O,sentence#482,True
13980,a,['a'],O,O,sentence#482,True
13981,ratio,['ratio'],O,O,sentence#482,True
13982,of,['of'],O,O,sentence#482,True
13983,0.33,"['0', '.', '33']",O,O,sentence#482,True
13984,Newmont,"['new', '##mont']",B-ORG,B-ORG,sentence#482,True
13985,shares,['shares'],O,O,sentence#482,True
13986,for,['for'],O,O,sentence#482,True
13987,each,['each'],O,O,sentence#482,True
13988,Santa,['santa'],B-ORG,B-ORG,sentence#482,True
13989,Fe,['fe'],I-ORG,I-ORG,sentence#482,True
13990,shares,['shares'],O,O,sentence#482,True
13991,In,['in'],O,O,sentence#483,True
13992,Friday,['friday'],O,O,sentence#483,True
13993,New,['new'],B-ORG,B-ORG,sentence#483,True
13994,York,['york'],I-ORG,I-ORG,sentence#483,True
13995,Stock,['stock'],I-ORG,I-ORG,sentence#483,True
13996,Exchange,['exchange'],I-ORG,I-ORG,sentence#483,True
13997,trade,['trade'],O,O,sentence#483,True
13998,",","[',']",O,O,sentence#483,True
13999,Newmonth,"['new', '##mont', '##h']",B-ORG,B-ORG,sentence#483,True
14000,was,['was'],O,O,sentence#483,True
14001,off,['off'],O,O,sentence#483,True
14002,1/2,"['1', '/', '2']",O,O,sentence#483,True
14003,to,['to'],O,O,sentence#483,True
14004,46-5/8,"['46', '-', '5', '/', '8']",O,O,sentence#483,True
14005,while,['while'],O,O,sentence#483,True
14006,Santa,['santa'],B-ORG,B-ORG,sentence#483,True
14007,Fe,['fe'],I-ORG,I-ORG,sentence#483,True
14008,added,['added'],O,O,sentence#483,True
14009,1/4,"['1', '/', '4']",O,O,sentence#483,True
14010,to,['to'],O,O,sentence#483,True
14011,15-1/8,"['15', '-', '1', '/', '8']",O,O,sentence#483,True
14012,"""","['""']",O,O,sentence#484,True
14013,Newmont,"['new', '##mont']",B-ORG,B-ORG,sentence#484,True
14014,said,['said'],O,O,sentence#484,True
14015,it,['it'],O,O,sentence#484,True
14016,wants,['wants'],O,O,sentence#484,True
14017,to,['to'],O,O,sentence#484,True
14018,discuss,['discuss'],O,O,sentence#484,True
14019,a,['a'],O,O,sentence#484,True
14020,friendly,['friendly'],O,O,sentence#484,True
14021,deal,['deal'],O,O,sentence#484,True
14022,with,['with'],O,O,sentence#484,True
14023,Santa,['santa'],B-ORG,B-ORG,sentence#484,True
14024,Fe,['fe'],I-ORG,I-ORG,sentence#484,True
14025,",","[',']",O,O,sentence#484,True
14026,which,['which'],O,O,sentence#484,True
14027,is,['is'],O,O,sentence#484,True
14028,almost,['almost'],O,O,sentence#484,True
14029,always,['always'],O,O,sentence#484,True
14030,a,['a'],O,O,sentence#484,True
14031,euphemism,"['eu', '##ph', '##emi', '##sm']",O,O,sentence#484,True
14032,for,['for'],O,O,sentence#484,True
14033,',"[""'""]",O,O,sentence#484,True
14034,We,['we'],O,O,sentence#484,True
14035,have,['have'],O,O,sentence#484,True
14036,more,['more'],O,O,sentence#484,True
14037,money,['money'],O,O,sentence#484,True
14038,in,['in'],O,O,sentence#484,True
14039,our,['our'],O,O,sentence#484,True
14040,pocket,['pocket'],O,O,sentence#484,True
14041,",","[',']",O,O,sentence#484,True
14042,',"[""'""]",O,O,sentence#484,True
14043,"""","['""']",O,O,sentence#484,True
14044,said,['said'],O,O,sentence#484,True
14045,an,['an'],O,O,sentence#484,True
14046,arb,"['ar', '##b']",O,B-ORG,sentence#484,False
14047,",","[',']",O,O,sentence#484,True
14048,referring,['referring'],O,O,sentence#484,True
14049,to,['to'],O,O,sentence#484,True
14050,a,['a'],O,O,sentence#484,True
14051,possible,['possible'],O,O,sentence#484,True
14052,sweetened,"['sweet', '##ened']",O,O,sentence#484,True
14053,bid,['bid'],O,O,sentence#484,True
14054,from,['from'],O,O,sentence#484,True
14055,Newmont,"['new', '##mont']",B-ORG,B-ORG,sentence#484,True
14056,Two,['two'],O,O,sentence#485,True
14057,other,['other'],O,O,sentence#485,True
14058,arbs,"['ar', '##bs']",O,B-ORG,sentence#485,False
14059,called,['called'],O,O,sentence#485,True
14060,Newmont,"['new', '##mont']",B-ORG,B-ORG,sentence#485,True
14061,'s,"[""'"", 's']",O,O,sentence#485,True
14062,move,['move'],O,O,sentence#485,True
14063,a,['a'],O,O,sentence#485,True
14064,"""","['""']",O,O,sentence#485,True
14065,a,['a'],O,O,sentence#485,True
14066,32,['32'],O,O,sentence#485,True
14067,cent,['cent'],O,O,sentence#485,True
14068,bid,['bid'],O,O,sentence#485,True
14069,"""","['""']",O,O,sentence#485,True
14070,because,['because'],O,O,sentence#485,True
14071,there,['there'],O,O,sentence#485,True
14072,is,['is'],O,O,sentence#485,True
14073,no,['no'],O,O,sentence#485,True
14074,formal,['formal'],O,O,sentence#485,True
14075,tender,['tender'],O,O,sentence#485,True
14076,offer,['offer'],O,O,sentence#485,True
14077,",","[',']",O,O,sentence#485,True
14078,only,['only'],O,O,sentence#485,True
14079,the,['the'],O,O,sentence#485,True
14080,proposal,['proposal'],O,O,sentence#485,True
14081,letter,['letter'],O,O,sentence#485,True
14082,"""","['""']",O,O,sentence#485,True
14083,mailed,"['mail', '##ed']",O,O,sentence#485,True
14084,"""","['""']",O,O,sentence#485,True
14085,to,['to'],O,O,sentence#485,True
14086,Santa,['santa'],B-ORG,B-ORG,sentence#485,True
14087,Fe,['fe'],I-ORG,I-ORG,sentence#485,True
14088,'s,"[""'"", 's']",O,O,sentence#485,True
14089,board,['board'],O,O,sentence#485,True
14090,--,"['-', '-']",O,O,sentence#486,True
14091,Wall,['wall'],B-ORG,B-ORG,sentence#486,True
14092,Street,['street'],I-ORG,I-ORG,sentence#486,True
14093,Desk,['desk'],I-ORG,I-ORG,sentence#486,True
14094,",","[',']",O,O,sentence#486,True
14095,212-859-1734,"['212', '-', '85', '##9', '-', '1734']",O,O,sentence#486,True
14096,Russ,['russ'],B-ORG,B-PER,sentence#487,False
14097,Berrie,"['be', '##rrie']",I-ORG,I-PER,sentence#487,False
14098,president,['president'],O,O,sentence#487,True
14099,to,['to'],O,O,sentence#487,True
14100,retire,['retire'],O,O,sentence#487,True
14101,in,['in'],O,O,sentence#487,True
14102,July,['july'],O,O,sentence#487,True
14103,OAKLAND,['oakland'],B-LOC,B-LOC,sentence#488,True
14104,",","[',']",O,O,sentence#488,True
14105,N.J.,"['n', '.', 'j', '.']",B-LOC,B-LOC,sentence#488,True
14106,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#488,True
14107,Russ,['russ'],B-ORG,B-ORG,sentence#488,True
14108,Berrie,"['be', '##rrie']",I-ORG,I-ORG,sentence#488,True
14109,and,['and'],I-ORG,I-ORG,sentence#488,True
14110,Co,['co'],I-ORG,I-ORG,sentence#488,True
14111,Inc,['inc'],I-ORG,I-ORG,sentence#488,True
14112,said,['said'],O,O,sentence#488,True
14113,on,['on'],O,O,sentence#488,True
14114,Friday,['friday'],O,O,sentence#488,True
14115,that,['that'],O,O,sentence#488,True
14116,A.,"['a', '.']",B-PER,B-PER,sentence#488,True
14117,Curts,"['curt', '##s']",I-PER,I-PER,sentence#488,True
14118,Cooke,['cooke'],I-PER,I-PER,sentence#488,True
14119,will,['will'],O,O,sentence#488,True
14120,retire,['retire'],O,O,sentence#488,True
14121,as,['as'],O,O,sentence#488,True
14122,president,['president'],O,O,sentence#488,True
14123,and,['and'],O,O,sentence#488,True
14124,chief,['chief'],O,O,sentence#488,True
14125,operating,['operating'],O,O,sentence#488,True
14126,officer,['officer'],O,O,sentence#488,True
14127,effective,['effective'],O,O,sentence#488,True
14128,July,['july'],O,O,sentence#488,True
14129,1,['1'],O,O,sentence#488,True
14130,",","[',']",O,O,sentence#488,True
14131,1997,['1997'],O,O,sentence#488,True
14132,Cooke,['cooke'],B-PER,B-PER,sentence#489,True
14133,will,['will'],O,O,sentence#489,True
14134,provide,['provide'],O,O,sentence#489,True
14135,consulting,['consulting'],O,O,sentence#489,True
14136,services,['services'],O,O,sentence#489,True
14137,to,['to'],O,O,sentence#489,True
14138,the,['the'],O,O,sentence#489,True
14139,company,['company'],O,O,sentence#489,True
14140,through,['through'],O,O,sentence#489,True
14141,July,['july'],O,O,sentence#489,True
14142,1,['1'],O,O,sentence#489,True
14143,",","[',']",O,O,sentence#489,True
14144,1998,['1998'],O,O,sentence#489,True
14145,",","[',']",O,O,sentence#489,True
14146,and,['and'],O,O,sentence#489,True
14147,will,['will'],O,O,sentence#489,True
14148,continue,['continue'],O,O,sentence#489,True
14149,to,['to'],O,O,sentence#489,True
14150,serve,['serve'],O,O,sentence#489,True
14151,as,['as'],O,O,sentence#489,True
14152,a,['a'],O,O,sentence#489,True
14153,director,['director'],O,O,sentence#489,True
14154,",","[',']",O,O,sentence#489,True
14155,the,['the'],O,O,sentence#489,True
14156,toy,['toy'],O,O,sentence#489,True
14157,and,['and'],O,O,sentence#489,True
14158,gift,['gift'],O,O,sentence#489,True
14159,maker,['maker'],O,O,sentence#489,True
14160,said,['said'],O,O,sentence#489,True
14161,Zimbabwe,['zimbabwe'],B-LOC,B-LOC,sentence#490,True
14162,executes,"['execute', '##s']",O,O,sentence#490,True
14163,convicted,['convicted'],O,O,sentence#490,True
14164,murderer,['murderer'],O,O,sentence#490,True
14165,HARARE,"['hara', '##re']",B-LOC,B-LOC,sentence#491,True
14166,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#491,True
14167,Zimbabwe,['zimbabwe'],B-LOC,B-LOC,sentence#491,True
14168,hanged,['hanged'],O,O,sentence#491,True
14169,a,['a'],O,O,sentence#491,True
14170,convicted,['convicted'],O,O,sentence#491,True
14171,murderer,['murderer'],O,O,sentence#491,True
14172,on,['on'],O,O,sentence#491,True
14173,Friday,['friday'],O,O,sentence#491,True
14174,",","[',']",O,O,sentence#491,True
14175,bringing,['bringing'],O,O,sentence#491,True
14176,to,['to'],O,O,sentence#491,True
14177,eight,['eight'],O,O,sentence#491,True
14178,the,['the'],O,O,sentence#491,True
14179,number,['number'],O,O,sentence#491,True
14180,of,['of'],O,O,sentence#491,True
14181,executions,['executions'],O,O,sentence#491,True
14182,carried,['carried'],O,O,sentence#491,True
14183,out,['out'],O,O,sentence#491,True
14184,in,['in'],O,O,sentence#491,True
14185,the,['the'],O,O,sentence#491,True
14186,past,['past'],O,O,sentence#491,True
14187,year,['year'],O,O,sentence#491,True
14188,A,['a'],O,O,sentence#492,True
14189,statement,['statement'],O,O,sentence#492,True
14190,said,['said'],O,O,sentence#492,True
14191,Piniel,"['pin', '##iel']",B-PER,B-PER,sentence#492,True
14192,Sindiso,"['sin', '##dis', '##o']",I-PER,I-PER,sentence#492,True
14193,Ncube,"['nc', '##ub', '##e']",I-PER,I-PER,sentence#492,True
14194,was,['was'],O,O,sentence#492,True
14195,hanged,['hanged'],O,O,sentence#492,True
14196,at,['at'],O,O,sentence#492,True
14197,dawn,['dawn'],O,O,sentence#492,True
14198,President,['president'],O,O,sentence#493,True
14199,Robert,['robert'],B-PER,B-PER,sentence#493,True
14200,Mugabe,"['mug', '##abe']",I-PER,I-PER,sentence#493,True
14201,'s,"[""'"", 's']",O,O,sentence#493,True
14202,government,['government'],O,O,sentence#493,True
14203,has,['has'],O,O,sentence#493,True
14204,resisted,['resisted'],O,O,sentence#493,True
14205,pressure,['pressure'],O,O,sentence#493,True
14206,from,['from'],O,O,sentence#493,True
14207,local,['local'],O,O,sentence#493,True
14208,and,['and'],O,O,sentence#493,True
14209,international,['international'],O,O,sentence#493,True
14210,human,['human'],O,O,sentence#493,True
14211,rights,['rights'],O,O,sentence#493,True
14212,groups,['groups'],O,O,sentence#493,True
14213,to,['to'],O,O,sentence#493,True
14214,abolish,"['ab', '##olis', '##h']",O,O,sentence#493,True
14215,the,['the'],O,O,sentence#493,True
14216,death,['death'],O,O,sentence#493,True
14217,sentence,['sentence'],O,O,sentence#493,True
14218,Multinational,['multinational'],O,O,sentence#494,True
14219,commander,['commander'],O,O,sentence#494,True
14220,going,['going'],O,O,sentence#494,True
14221,back,['back'],O,O,sentence#494,True
14222,to,['to'],O,O,sentence#494,True
14223,east,['east'],O,O,sentence#494,True
14224,Zaire,"['za', '##ire']",B-LOC,B-LOC,sentence#494,True
14225,Jonathan,['jonathan'],B-PER,B-PER,sentence#495,True
14226,Wright,['wright'],I-PER,I-PER,sentence#495,True
14227,NAIROBI,['nairobi'],B-LOC,B-LOC,sentence#495,True
14228,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#495,True
14229,The,['the'],O,O,sentence#495,True
14230,Canadian,['canadian'],B-MISC,B-MISC,sentence#495,True
14231,general,['general'],O,O,sentence#495,True
14232,in,['in'],O,O,sentence#495,True
14233,charge,['charge'],O,O,sentence#495,True
14234,of,['of'],O,O,sentence#495,True
14235,a,['a'],O,O,sentence#495,True
14236,multinational,['multinational'],O,O,sentence#495,True
14237,force,['force'],O,O,sentence#495,True
14238,for,['for'],O,O,sentence#495,True
14239,eastern,['eastern'],O,O,sentence#495,True
14240,Zaire,"['za', '##ire']",B-LOC,B-LOC,sentence#495,True
14241,said,['said'],O,O,sentence#495,True
14242,on,['on'],O,O,sentence#495,True
14243,Friday,['friday'],O,O,sentence#495,True
14244,he,['he'],O,O,sentence#495,True
14245,was,['was'],O,O,sentence#495,True
14246,going,['going'],O,O,sentence#495,True
14247,back,['back'],O,O,sentence#495,True
14248,to,['to'],O,O,sentence#495,True
14249,Zaire,"['za', '##ire']",B-LOC,B-LOC,sentence#495,True
14250,for,['for'],O,O,sentence#495,True
14251,more,['more'],O,O,sentence#495,True
14252,information,['information'],O,O,sentence#495,True
14253,about,['about'],O,O,sentence#495,True
14254,the,['the'],O,O,sentence#495,True
14255,plight,['plight'],O,O,sentence#495,True
14256,of,['of'],O,O,sentence#495,True
14257,about,['about'],O,O,sentence#495,True
14258,"165,000","['165', ',', '000']",O,O,sentence#495,True
14259,Rwandan,"['rwanda', '##n']",B-MISC,B-MISC,sentence#495,True
14260,refugees,['refugees'],O,O,sentence#495,True
14261,adrift,"['ad', '##rift']",O,O,sentence#495,True
14262,in,['in'],O,O,sentence#495,True
14263,the,['the'],O,O,sentence#495,True
14264,countryside,['countryside'],O,O,sentence#495,True
14265,Lieutenant-General,"['lieutenant', '-', 'general']",O,O,sentence#496,True
14266,Maurice,['maurice'],B-PER,B-PER,sentence#496,True
14267,Baril,"['bari', '##l']",I-PER,I-PER,sentence#496,True
14268,told,['told'],O,O,sentence#496,True
14269,a,['a'],O,O,sentence#496,True
14270,news,['news'],O,O,sentence#496,True
14271,conference,['conference'],O,O,sentence#496,True
14272,in,['in'],O,O,sentence#496,True
14273,Nairobi,['nairobi'],B-LOC,B-LOC,sentence#496,True
14274,his,['his'],O,O,sentence#496,True
14275,main,['main'],O,O,sentence#496,True
14276,concern,['concern'],O,O,sentence#496,True
14277,was,['was'],O,O,sentence#496,True
14278,for,['for'],O,O,sentence#496,True
14279,a,['a'],O,O,sentence#496,True
14280,large,['large'],O,O,sentence#496,True
14281,group,['group'],O,O,sentence#496,True
14282,of,['of'],O,O,sentence#496,True
14283,about,['about'],O,O,sentence#496,True
14284,"150,000","['150', ',', '000']",O,O,sentence#496,True
14285,refugees,['refugees'],O,O,sentence#496,True
14286,living,['living'],O,O,sentence#496,True
14287,off,['off'],O,O,sentence#496,True
14288,the,['the'],O,O,sentence#496,True
14289,land,['land'],O,O,sentence#496,True
14290,in,['in'],O,O,sentence#496,True
14291,a,['a'],O,O,sentence#496,True
14292,valley,['valley'],O,O,sentence#496,True
14293,about,['about'],O,O,sentence#496,True
14294,65,['65'],O,O,sentence#496,True
14295,km,['km'],O,O,sentence#496,True
14296,(,['('],O,O,sentence#496,True
14297,40,['40'],O,O,sentence#496,True
14298,miles,['miles'],O,O,sentence#496,True
14299,),[')'],O,O,sentence#496,True
14300,west,['west'],O,O,sentence#496,True
14301,of,['of'],O,O,sentence#496,True
14302,the,['the'],O,O,sentence#496,True
14303,eastern,['eastern'],O,O,sentence#496,True
14304,city,['city'],O,O,sentence#496,True
14305,of,['of'],O,O,sentence#496,True
14306,Goma,"['go', '##ma']",B-LOC,B-LOC,sentence#496,True
14307,If,['if'],O,O,sentence#497,True
14308,he,['he'],O,O,sentence#497,True
14309,decided,['decided'],O,O,sentence#497,True
14310,it,['it'],O,O,sentence#497,True
14311,was,['was'],O,O,sentence#497,True
14312,necessary,['necessary'],O,O,sentence#497,True
14313,and,['and'],O,O,sentence#497,True
14314,safe,['safe'],O,O,sentence#497,True
14315,for,['for'],O,O,sentence#497,True
14316,the,['the'],O,O,sentence#497,True
14317,aircrew,"['air', '##cre', '##w']",O,O,sentence#497,True
14318,",","[',']",O,O,sentence#497,True
14319,he,['he'],O,O,sentence#497,True
14320,would,['would'],O,O,sentence#497,True
14321,not,['not'],O,O,sentence#497,True
14322,hesitate,['hesitate'],O,O,sentence#497,True
14323,to,['to'],O,O,sentence#497,True
14324,order,['order'],O,O,sentence#497,True
14325,airdrops,"['air', '##drop', '##s']",O,O,sentence#497,True
14326,of,['of'],O,O,sentence#497,True
14327,food,['food'],O,O,sentence#497,True
14328,for,['for'],O,O,sentence#497,True
14329,the,['the'],O,O,sentence#497,True
14330,refugees,['refugees'],O,O,sentence#497,True
14331,",","[',']",O,O,sentence#497,True
14332,even,['even'],O,O,sentence#497,True
14333,against,['against'],O,O,sentence#497,True
14334,the,['the'],O,O,sentence#497,True
14335,wishes,['wishes'],O,O,sentence#497,True
14336,of,['of'],O,O,sentence#497,True
14337,the,['the'],O,O,sentence#497,True
14338,government,['government'],O,O,sentence#497,True
14339,in,['in'],O,O,sentence#497,True
14340,Kinshasa,"['kin', '##sha', '##sa']",B-LOC,B-LOC,sentence#497,True
14341,and,['and'],O,O,sentence#497,True
14342,the,['the'],O,O,sentence#497,True
14343,Zairean,"['za', '##ire', '##an']",B-MISC,B-MISC,sentence#497,True
14344,rebels,['rebels'],O,O,sentence#497,True
14345,who,['who'],O,O,sentence#497,True
14346,control,['control'],O,O,sentence#497,True
14347,much,['much'],O,O,sentence#497,True
14348,of,['of'],O,O,sentence#497,True
14349,eastern,['eastern'],O,O,sentence#497,True
14350,Zaire,"['za', '##ire']",B-LOC,B-LOC,sentence#497,True
14351,",","[',']",O,O,sentence#497,True
14352,he,['he'],O,O,sentence#497,True
14353,said,['said'],O,O,sentence#497,True
14354,"""","['""']",O,O,sentence#498,True
14355,Tomorrow,['tomorrow'],O,O,sentence#498,True
14356,I,['i'],O,O,sentence#498,True
14357,'m,"[""'"", 'm']",O,O,sentence#498,True
14358,going,['going'],O,O,sentence#498,True
14359,into,['into'],O,O,sentence#498,True
14360,Rwanda,['rwanda'],B-LOC,B-LOC,sentence#498,True
14361,and,['and'],O,O,sentence#498,True
14362,my,['my'],O,O,sentence#498,True
14363,intention,['intention'],O,O,sentence#498,True
14364,is,['is'],O,O,sentence#498,True
14365,to,['to'],O,O,sentence#498,True
14366,go,['go'],O,O,sentence#498,True
14367,across,['across'],O,O,sentence#498,True
14368,into,['into'],O,O,sentence#498,True
14369,eastern,['eastern'],O,O,sentence#498,True
14370,Zaire,"['za', '##ire']",B-LOC,B-LOC,sentence#498,True
14371,and,['and'],O,O,sentence#498,True
14372,try,['try'],O,O,sentence#498,True
14373,to,['to'],O,O,sentence#498,True
14374,find,['find'],O,O,sentence#498,True
14375,out,['out'],O,O,sentence#498,True
14376,for,['for'],O,O,sentence#498,True
14377,the,['the'],O,O,sentence#498,True
14378,second,['second'],O,O,sentence#498,True
14379,time,['time'],O,O,sentence#498,True
14380,what,['what'],O,O,sentence#498,True
14381,the,['the'],O,O,sentence#498,True
14382,situation,['situation'],O,O,sentence#498,True
14383,is,['is'],O,O,sentence#498,True
14384,on,['on'],O,O,sentence#498,True
14385,the,['the'],O,O,sentence#498,True
14386,ground,['ground'],O,O,sentence#498,True
14387,",","[',']",O,O,sentence#498,True
14388,"""","['""']",O,O,sentence#498,True
14389,he,['he'],O,O,sentence#498,True
14390,said,['said'],O,O,sentence#498,True
14391,General,['general'],O,O,sentence#499,True
14392,Baril,"['bari', '##l']",B-PER,B-PER,sentence#499,True
14393,saw,['saw'],O,O,sentence#499,True
14394,rebel,['rebel'],O,O,sentence#499,True
14395,leader,['leader'],O,O,sentence#499,True
14396,Laurent,['laurent'],B-PER,B-PER,sentence#499,True
14397,Kabila,"['ka', '##bil', '##a']",I-PER,I-PER,sentence#499,True
14398,in,['in'],O,O,sentence#499,True
14399,Goma,"['go', '##ma']",B-LOC,B-LOC,sentence#499,True
14400,last,['last'],O,O,sentence#499,True
14401,week,['week'],O,O,sentence#499,True
14402,but,['but'],O,O,sentence#499,True
14403,the,['the'],O,O,sentence#499,True
14404,rebels,['rebels'],O,O,sentence#499,True
14405,told,['told'],O,O,sentence#499,True
14406,him,['him'],O,O,sentence#499,True
14407,the,['the'],O,O,sentence#499,True
14408,crisis,['crisis'],O,O,sentence#499,True
14409,was,['was'],O,O,sentence#499,True
14410,over,['over'],O,O,sentence#499,True
14411,because,['because'],O,O,sentence#499,True
14412,most,['most'],O,O,sentence#499,True
14413,of,['of'],O,O,sentence#499,True
14414,the,['the'],O,O,sentence#499,True
14415,Rwandan,"['rwanda', '##n']",B-MISC,B-MISC,sentence#499,True
14416,refugees,['refugees'],O,O,sentence#499,True
14417,have,['have'],O,O,sentence#499,True
14418,already,['already'],O,O,sentence#499,True
14419,gone,['gone'],O,O,sentence#499,True
14420,home,['home'],O,O,sentence#499,True
14421,The,['the'],O,O,sentence#500,True
14422,rebels,['rebels'],O,O,sentence#500,True
14423,do,['do'],O,O,sentence#500,True
14424,not,['not'],O,O,sentence#500,True
14425,want,['want'],O,O,sentence#500,True
14426,the,['the'],O,O,sentence#500,True
14427,multinational,['multinational'],O,O,sentence#500,True
14428,force,['force'],O,O,sentence#500,True
14429,to,['to'],O,O,sentence#500,True
14430,deploy,['deploy'],O,O,sentence#500,True
14431,on,['on'],O,O,sentence#500,True
14432,the,['the'],O,O,sentence#500,True
14433,ground,['ground'],O,O,sentence#500,True
14434,",","[',']",O,O,sentence#500,True
14435,for,['for'],O,O,sentence#500,True
14436,fear,['fear'],O,O,sentence#500,True
14437,it,['it'],O,O,sentence#500,True
14438,might,['might'],O,O,sentence#500,True
14439,help,['help'],O,O,sentence#500,True
