,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
2377,المرتفعة,without,"['▁الم', 'رتفع', 'ة']",without,O,O,sentence#73,True
2378,وسط,without,['▁وسط'],without,O,O,sentence#73,True
2379,البلاد,without,['▁البلاد'],without,O,O,sentence#73,True
2380,حيث,without,['▁حيث'],without,O,O,sentence#73,True
2381,مزارع,without,"['▁مزار', 'ع']",without,O,O,sentence#73,True
2382,البن,without,['▁البن'],without,O,O,sentence#73,True
2383,الذي,without,['▁الذي'],without,O,O,sentence#73,True
2384,سيحصد,without,"['▁سي', 'حص', 'د']",without,O,O,sentence#73,True
2385,الشهر,without,['▁الشهر'],without,O,O,sentence#73,True
2386,المقبل,without,['▁المقبل'],without,O,O,sentence#73,True
2387,وما,without,['▁وما'],without,O,O,sentence#74,True
2388,الذي,without,['▁الذي'],without,O,O,sentence#74,True
2389,يعني,without,['▁يعني'],without,O,O,sentence#74,True
2390,الفيل,without,"['▁الف', 'يل']",without,O,O,sentence#74,True
2391,بلغة,without,"['▁بلغ', 'ة']",without,O,O,sentence#74,True
2392,اللاو,without,"['▁الل', 'او']",without,B-MISC,O,sentence#74,False
2393,وصل,without,['▁وصل'],without,O,O,sentence#74,True
2394,لعاصفة,without,"['▁لع', 'اص', 'فة']",without,O,O,sentence#74,True
2395,من,without,['▁من'],without,O,O,sentence#74,True
2396,الدرجة,without,"['▁ال', 'درجة']",without,O,O,sentence#74,True
2397,الرابعة,without,['▁الرابعة'],without,O,O,sentence#74,True
2398,في,without,['▁في'],without,O,O,sentence#74,True
2399,بحر,without,['▁بحر'],without,B-LOC,O,sentence#74,False
2400,الصين,without,['▁الصين'],without,I-LOC,B-LOC,sentence#74,False
2401,الجنوبي,without,"['▁الجنوب', 'ي']",without,O,O,sentence#74,True
2402,مع,without,['▁مع'],without,O,O,sentence#74,True
2403,رياح,without,"['▁ري', 'اح']",without,O,O,sentence#74,True
2404,تتراوح,without,"['▁ت', 'تراوح']",without,O,O,sentence#74,True
2405,سرعتها,without,"['▁سرعت', 'ها']",without,O,O,sentence#74,True
2406,بين,without,['▁بين'],without,O,O,sentence#74,True
2407,211,without,['▁211'],without,O,O,sentence#74,True
2408,و250,without,"['▁و', '250']",without,O,O,sentence#74,True
2409,كيلومترا,without,"['▁كيلومتر', 'ا']",without,O,O,sentence#74,True
2410,في,without,['▁في'],without,O,O,sentence#74,True
2411,الساعة,without,['▁الساعة'],without,O,O,sentence#74,True
2412,مراكز,without,"['▁', 'مراكز']",without,O,O,sentence#75,True
2413,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#75,True
2414,النووي,without,['▁النووي'],without,O,O,sentence#75,True
2415,استمر,without,"['▁است', 'مر']",without,O,O,sentence#75,True
2416,رغم,without,['▁رغم'],without,O,O,sentence#75,True
2417,العقوبات,without,"['▁ال', 'عقوبات']",without,O,O,sentence#75,True
2418,الأميركية,without,['▁الأميركية'],without,O,O,sentence#75,True
2419,(,without,['▁('],without,O,O,sentence#75,True
2420,الفرنسية,without,['▁الفرنسية'],without,O,O,sentence#75,True
2421,-,without,['▁-'],without,O,O,sentence#75,True
2422,أرشيف,without,"['▁أ', 'رش', 'يف']",without,O,O,sentence#75,True
2423,),without,['▁)'],without,O,O,sentence#75,True
2424,قرب,without,['▁قرب'],without,O,O,sentence#76,True
2425,الكونغرس,without,"['▁الكون', 'غر', 'س']",without,B-ORG,B-ORG,sentence#76,True
2426,الأميركي,without,['▁الأميركي'],without,O,I-ORG,sentence#76,False
2427,بمجلسيه,without,"['▁ب', 'مجلس', 'يه']",without,O,O,sentence#76,True
2428,الشيوخ,without,"['▁الشي', 'وخ']",without,O,O,sentence#76,True
2429,والنواب,without,"['▁وال', 'نو', 'اب']",without,O,O,sentence#76,True
2430,العقوبات,without,"['▁ال', 'عقوبات']",without,O,O,sentence#76,True
2431,الاقتصادية,without,['▁الاقتصادية'],without,O,O,sentence#76,True
2432,على,without,['▁على'],without,O,O,sentence#76,True
2433,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#76,True
2434,لمدة,without,['▁لمدة'],without,O,O,sentence#76,True
2435,خمس,without,['▁خمس'],without,O,O,sentence#76,True
2436,سنوات,without,['▁سنوات'],without,O,O,sentence#76,True
2437,أخرى,without,['▁أخرى'],without,O,O,sentence#76,True
2438,الليل,without,['▁الليل'],without,O,O,sentence#77,True
2439,مجلس,without,['▁مجلس'],without,O,O,sentence#77,True
2440,الشيوخ,without,"['▁الشي', 'وخ']",without,O,O,sentence#77,True
2441,على,without,['▁على'],without,O,O,sentence#77,True
2442,تمديد,without,"['▁تم', 'ديد']",without,O,O,sentence#77,True
2443,العمل,without,['▁العمل'],without,O,O,sentence#77,True
2444,بقرار,without,"['▁ب', 'قرار']",without,O,O,sentence#77,True
2445,العقوبات,without,"['▁ال', 'عقوبات']",without,O,O,sentence#77,True
2446,بعد,without,['▁بعد'],without,O,O,sentence#77,True
2447,أن,without,['▁أن'],without,O,O,sentence#77,True
2448,وافق,without,"['▁', 'وافق']",without,O,O,sentence#77,True
2449,مجلس,without,['▁مجلس'],without,O,O,sentence#77,True
2450,النواب,without,['▁النواب'],without,O,O,sentence#77,True
2451,الخميس,without,['▁الخميس'],without,O,O,sentence#77,True
2452,على,without,['▁على'],without,O,O,sentence#77,True
2453,هذا,without,['▁هذا'],without,O,O,sentence#77,True
2454,القرار,without,['▁القرار'],without,O,O,sentence#77,True
2455,الذي,without,['▁الذي'],without,O,O,sentence#77,True
2456,يهدف,without,"['▁ي', 'هدف']",without,O,O,sentence#77,True
2457,إلى,without,['▁إلى'],without,O,O,sentence#77,True
2458,وقف,without,['▁وقف'],without,O,O,sentence#77,True
2459,الدعم,without,['▁الدعم'],without,O,O,sentence#77,True
2460,المالي,without,['▁المالي'],without,O,O,sentence#77,True
2461,الذي,without,['▁الذي'],without,O,O,sentence#77,True
2462,يمكن,without,['▁يمكن'],without,O,O,sentence#77,True
2463,أن,without,['▁أن'],without,O,O,sentence#77,True
2464,يساعد,without,['▁يساعد'],without,O,O,sentence#77,True
2465,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#77,True
2466,في,without,['▁في'],without,O,O,sentence#77,True
2467,صنع,without,"['▁', 'صنع']",without,O,O,sentence#77,True
2468,أسلحة,without,"['▁', 'أسلحة']",without,O,O,sentence#77,True
2469,نووية,without,"['▁نو', 'وية']",without,O,O,sentence#77,True
2470,الهندي,without,"['▁الهند', 'ي']",without,I-LOC,O,sentence#78,False
2471,تحرك,without,"['▁', 'تحرك']",without,O,O,sentence#78,True
2472,الكونغرس,without,"['▁الكون', 'غر', 'س']",without,B-ORG,B-ORG,sentence#78,True
2473,قبل,without,['▁قبل'],without,O,O,sentence#78,True
2474,بدء,without,['▁بدء'],without,O,O,sentence#78,True
2475,حملة,without,['▁حملة'],without,O,O,sentence#78,True
2476,انتخاباته,without,"['▁انتخابات', 'ه']",without,O,O,sentence#78,True
2477,المقررة,without,"['▁المقرر', 'ة']",without,O,O,sentence#78,True
2478,في,without,['▁في'],without,O,O,sentence#78,True
2479,السابع,without,['▁السابع'],without,O,O,sentence#78,True
2480,من,without,['▁من'],without,O,O,sentence#78,True
2481,نوفمبر,without,['▁نوفمبر'],without,O,O,sentence#78,True
2482,/,without,['▁/'],without,O,O,sentence#78,True
2483,تشرين,without,['▁تشرين'],without,O,O,sentence#78,True
2484,الثاني,without,['▁الثاني'],without,O,O,sentence#78,True
2485,ليمدد,without,"['▁لي', 'م', 'دد']",without,O,O,sentence#78,True
2486,العمل,without,['▁العمل'],without,O,O,sentence#78,True
2487,بهذا,without,['▁بهذا'],without,O,O,sentence#78,True
2488,القرار,without,['▁القرار'],without,O,O,sentence#78,True
2489,الذي,without,['▁الذي'],without,O,O,sentence#78,True
2490,أوشك,without,"['▁أو', 'شك']",without,O,O,sentence#78,True
2491,على,without,['▁على'],without,O,O,sentence#78,True
2492,الانتهاء,without,['▁الانتهاء'],without,O,O,sentence#78,True
2493,هذا,without,['▁هذا'],without,O,O,sentence#78,True
2494,الأسبوع,without,['▁الأسبوع'],without,O,O,sentence#78,True
2495,بشكل,without,['▁بشكل'],without,O,O,sentence#79,True
2496,القرار,without,['▁القرار'],without,O,O,sentence#79,True
2497,العقوبات,without,"['▁ال', 'عقوبات']",without,O,O,sentence#79,True
2498,الاقتصادية,without,['▁الاقتصادية'],without,O,O,sentence#79,True
2499,المعروفة,without,"['▁المعروف', 'ة']",without,O,O,sentence#79,True
2500,باسم,without,['▁باسم'],without,O,O,sentence#79,True
2501,قانون,without,['▁قانون'],without,O,O,sentence#79,True
2502,عقوبات,without,"['▁', 'عقوبات']",without,O,O,sentence#79,True
2503,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#79,True
2504,وليبيا,without,"['▁ولي', 'بيا']",without,B-LOC,B-LOC,sentence#79,True
2505,لإثناء,without,"['▁لإ', 'ثناء']",without,O,O,sentence#79,True
2506,الشركات,without,['▁الشركات'],without,O,O,sentence#79,True
2507,عن,without,['▁عن'],without,O,O,sentence#79,True
2508,الاستثمار,without,['▁الاستثمار'],without,O,O,sentence#79,True
2509,في,without,['▁في'],without,O,O,sentence#79,True
2510,قطاع,without,['▁قطاع'],without,O,O,sentence#79,True
2511,الطاقة,without,['▁الطاقة'],without,O,O,sentence#79,True
2512,الإيراني,without,['▁الإيراني'],without,O,O,sentence#79,True
2513,منتجع,without,"['▁منتج', 'ع']",without,O,O,sentence#80,True
2514,خافيير,without,"['▁خا', 'في', 'ير']",without,B-PERS,B-MISC,sentence#80,False
2515,سولانا,without,"['▁سول', 'انا']",without,I-PERS,I-MISC,sentence#80,False
2516,وعلي,without,"['▁و', 'علي']",without,O,B-LOC,sentence#80,False
2517,لاريجاني,without,"['▁لار', 'يج', 'اني']",without,B-PERS,I-MISC,sentence#80,False
2518,في,without,['▁في'],without,O,O,sentence#80,True
2519,برلين,without,"['▁بر', 'لين']",without,B-LOC,B-LOC,sentence#80,True
2520,وصفت,without,"['▁وصف', 'ت']",without,O,O,sentence#80,True
2521,بالبناءة,without,"['▁بال', 'بناء', 'ة']",without,O,O,sentence#80,True
2522,(,without,['▁('],without,O,O,sentence#80,True
2523,الفرنسية,without,['▁الفرنسية'],without,O,O,sentence#80,True
2524,),without,['▁)'],without,O,O,sentence#80,True
2525,172,without,['▁172'],without,O,O,sentence#81,True
2526,وموقف,without,"['▁وم', 'وقف']",without,O,O,sentence#81,True
2527,أميركي,without,"['▁أمير', 'كي']",without,O,O,sentence#81,True
2528,يأتي,without,['▁يأتي'],without,O,O,sentence#81,True
2529,ذلك,without,['▁ذلك'],without,O,O,sentence#81,True
2530,فيما,without,['▁فيما'],without,O,O,sentence#81,True
2531,يتوقع,without,"['▁ي', 'توقع']",without,O,O,sentence#81,True
2532,أن,without,['▁أن'],without,O,O,sentence#81,True
2533,تعقد,without,"['▁ت', 'عقد']",without,O,O,sentence#81,True
2534,وزيرة,without,"['▁وزير', 'ة']",without,O,O,sentence#81,True
2535,الخارجية,without,['▁الخارجية'],without,O,O,sentence#81,True
2536,الأميركية,without,['▁الأميركية'],without,O,O,sentence#81,True
2537,كوندوليزا,without,"['▁كون', 'د', 'ولي', 'زا']",without,B-PERS,B-PERS,sentence#81,True
2538,رايس,without,"['▁را', 'يس']",without,I-PERS,I-PERS,sentence#81,True
2539,هذا,without,['▁هذا'],without,O,O,sentence#81,True
2540,الأسبوع,without,['▁الأسبوع'],without,O,O,sentence#81,True
2541,محادثات,without,"['▁م', 'حادث', 'ات']",without,O,O,sentence#81,True
2542,بشأن,without,['▁بشأن'],without,O,O,sentence#81,True
2543,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#81,True
2544,مع,without,['▁مع'],without,O,O,sentence#81,True
2545,نظرائها,without,"['▁نظر', 'ائها']",without,O,O,sentence#81,True
2546,في,without,['▁في'],without,O,O,sentence#81,True
2547,الدول,without,['▁الدول'],without,O,O,sentence#81,True
2548,الخمس,without,['▁الخمس'],without,O,O,sentence#81,True
2549,الدائمة,without,"['▁الدائم', 'ة']",without,O,O,sentence#81,True
2550,العضوية,without,"['▁العضو', 'ية']",without,O,O,sentence#81,True
2551,في,without,['▁في'],without,O,O,sentence#81,True
2552,مجلس,without,['▁مجلس'],without,B-ORG,B-ORG,sentence#81,True
2553,الأمن,without,['▁الأمن'],without,I-ORG,I-ORG,sentence#81,True
2554,الدولي,without,['▁الدولي'],without,I-ORG,I-ORG,sentence#81,True
2555,وألمانيا,without,"['▁وأ', 'لمان', 'يا']",without,B-LOC,B-LOC,sentence#81,True
2556,إضافة,without,['▁إضافة'],without,O,O,sentence#81,True
2557,إلى,without,['▁إلى'],without,O,O,sentence#81,True
2558,الممثل,without,"['▁الم', 'مثل']",without,O,O,sentence#81,True
2559,الأعلى,without,['▁الأعلى'],without,O,O,sentence#81,True
2560,للسياسة,without,"['▁لل', 'سي', 'اسة']",without,O,O,sentence#81,True
2561,الخارجية,without,['▁الخارجية'],without,O,O,sentence#81,True
2562,في,without,['▁في'],without,O,O,sentence#81,True
2563,الاتحاد,without,['▁الاتحاد'],without,B-ORG,B-ORG,sentence#81,True
2564,الأوروبي,without,['▁الأوروبي'],without,I-ORG,I-ORG,sentence#81,True
2565,خافيير,without,"['▁خا', 'في', 'ير']",without,B-PERS,B-PERS,sentence#81,True
2566,سولانا,without,"['▁سول', 'انا']",without,I-PERS,I-PERS,sentence#81,True
2567,عثر,without,"['▁', 'عثر']",without,O,O,sentence#82,True
2568,الاتحاد,without,['▁الاتحاد'],without,B-ORG,B-ORG,sentence#82,True
2569,الأوروبي,without,['▁الأوروبي'],without,I-ORG,I-ORG,sentence#82,True
2570,وطهران,without,"['▁و', 'طه', 'ران']",without,B-LOC,B-LOC,sentence#82,True
2571,مفاوضات,without,"['▁م', 'فاوض', 'ات']",without,O,O,sentence#82,True
2572,بهذا,without,['▁بهذا'],without,O,O,sentence#82,True
2573,الصدد,without,"['▁الصد', 'د']",without,O,O,sentence#82,True
2574,في,without,['▁في'],without,O,O,sentence#82,True
2575,برلين,without,"['▁بر', 'لين']",without,B-LOC,B-LOC,sentence#82,True
2576,وصفت,without,"['▁وصف', 'ت']",without,O,O,sentence#82,True
2577,بأنها,without,['▁بأنها'],without,O,O,sentence#82,True
2578,الفرصة,without,['▁الفرصة'],without,O,O,sentence#82,True
2579,الأخيرة,without,['▁الأخيرة'],without,O,O,sentence#82,True
2580,للتوصل,without,"['▁لل', 'توصل']",without,O,O,sentence#82,True
2581,لاتفاق,without,"['▁ل', 'اتفاق']",without,O,O,sentence#82,True
2582,يجنبها,without,"['▁ي', 'جنب', 'ها']",without,O,O,sentence#82,True
2583,العقوبات,without,"['▁ال', 'عقوبات']",without,O,O,sentence#82,True
2584,الدولية,without,['▁الدولية'],without,O,O,sentence#82,True
2585,المكون,without,"['▁الم', 'كون']",without,O,O,sentence#83,True
2586,عقد,without,['▁عقد'],without,O,O,sentence#83,True
2587,المنسق,without,"['▁المن', 'سق']",without,O,O,sentence#83,True
2588,الأعلى,without,['▁الأعلى'],without,O,O,sentence#83,True
2589,للسياسة,without,"['▁لل', 'سي', 'اسة']",without,O,O,sentence#83,True
2590,الخارجية,without,['▁الخارجية'],without,O,O,sentence#83,True
2591,بالاتحاد,without,"['▁بال', 'اتحاد']",without,O,B-ORG,sentence#83,False
2592,خافيير,without,"['▁خا', 'في', 'ير']",without,B-PERS,B-PERS,sentence#83,True
2593,سولانا,without,"['▁سول', 'انا']",without,I-PERS,I-PERS,sentence#83,True
2594,الخميس,without,['▁الخميس'],without,O,O,sentence#83,True
2595,ثاني,without,"['▁ث', 'اني']",without,O,O,sentence#83,True
2596,اجتماع,without,['▁اجتماع'],without,O,O,sentence#83,True
2597,خلال,without,['▁خلال'],without,O,O,sentence#83,True
2598,يومين,without,"['▁يوم', 'ين']",without,O,O,sentence#83,True
2599,مع,without,['▁مع'],without,O,O,sentence#83,True
2600,مسؤول,without,['▁مسؤول'],without,O,O,sentence#83,True
2601,الملف,without,['▁الملف'],without,O,O,sentence#83,True
2602,النووي,without,['▁النووي'],without,O,O,sentence#83,True
2603,الإيراني,without,['▁الإيراني'],without,O,O,sentence#83,True
2604,علي,without,['▁علي'],without,O,B-PERS,sentence#83,False
2605,لاريجاني,without,"['▁لار', 'يج', 'اني']",without,B-PERS,I-PERS,sentence#83,False
2606,168,without,['▁168'],without,O,O,sentence#84,True
2607,لاريجاني,without,"['▁لار', 'يج', 'اني']",without,B-PERS,O,sentence#84,False
2608,عقب,without,['▁عقب'],without,O,O,sentence#84,True
2609,الاجتماع,without,['▁الاجتماع'],without,O,O,sentence#84,True
2610,تحقيق,without,['▁تحقيق'],without,O,O,sentence#84,True
2611,بعض,without,['▁بعض'],without,O,O,sentence#84,True
2612,النتائج,without,['▁النتائج'],without,O,O,sentence#84,True
2613,الإيجابية,without,"['▁الإيجابي', 'ة']",without,O,O,sentence#84,True
2614,،,without,['▁،'],without,O,O,sentence#84,True
2615,مؤكدا,without,['▁مؤكدا'],without,O,O,sentence#84,True
2616,أنه,without,['▁أنه'],without,O,O,sentence#84,True
2617,أجرى,without,"['▁أ', 'جرى']",without,O,O,sentence#84,True
2618,مع,without,['▁مع'],without,O,O,sentence#84,True
2619,سولانا,without,"['▁سول', 'انا']",without,B-PERS,B-PERS,sentence#84,True
2620,مفاوضات,without,"['▁م', 'فاوض', 'ات']",without,O,O,sentence#84,True
2621,مطولة,without,"['▁مط', 'ولة']",without,O,O,sentence#84,True
2622,وبناءة,without,"['▁و', 'بناء', 'ة']",without,O,O,sentence#84,True
2623,حدوث,without,['▁حدوث'],without,O,O,sentence#85,True
2624,جهته,without,"['▁جهت', 'ه']",without,O,O,sentence#85,True
2625,قال,without,['▁قال'],without,O,O,sentence#85,True
2626,سولانا,without,"['▁سول', 'انا']",without,B-PERS,B-PERS,sentence#85,True
2627,إنه,without,['▁إنه'],without,O,O,sentence#85,True
2628,يجري,without,['▁يجري'],without,O,O,sentence#85,True
2629,تحقيق,without,['▁تحقيق'],without,O,O,sentence#85,True
2630,تقدم,without,['▁تقدم'],without,O,O,sentence#85,True
2631,،,without,['▁،'],without,O,O,sentence#85,True
2632,مؤكدا,without,['▁مؤكدا'],without,O,O,sentence#85,True
2633,أن,without,['▁أن'],without,O,O,sentence#85,True
2634,بعض,without,['▁بعض'],without,O,O,sentence#85,True
2635,القضايا,without,['▁القضايا'],without,O,O,sentence#85,True
2636,لم,without,['▁لم'],without,O,O,sentence#85,True
2637,تُحسم,without,"['▁ت', 'ُ', 'ح', 'سم']",without,O,O,sentence#85,True
2638,بعد,without,['▁بعد'],without,O,O,sentence#85,True
2639,،,without,['▁،'],without,O,O,sentence#85,True
2640,وأعرب,without,"['▁وأ', 'عرب']",without,O,O,sentence#85,True
2641,عن,without,['▁عن'],without,O,O,sentence#85,True
2642,أمله,without,"['▁أم', 'له']",without,O,O,sentence#85,True
2643,في,without,['▁في'],without,O,O,sentence#85,True
2644,عقد,without,['▁عقد'],without,O,O,sentence#85,True
2645,لقاء,without,['▁لقاء'],without,O,O,sentence#85,True
2646,جديد,without,['▁جديد'],without,O,O,sentence#85,True
2647,مع,without,['▁مع'],without,O,O,sentence#85,True
2648,الإيرانيين,without,"['▁الإيراني', 'ين']",without,O,O,sentence#85,True
2649,منتصف,without,['▁منتصف'],without,O,O,sentence#85,True
2650,الأسبوع,without,['▁الأسبوع'],without,O,O,sentence#85,True
2651,المقبل,without,['▁المقبل'],without,O,O,sentence#85,True
2652,الإنذار,without,"['▁الإن', 'ذار']",without,O,O,sentence#86,True
2653,هذا,without,['▁هذا'],without,O,O,sentence#86,True
2654,السياق,without,['▁السياق'],without,O,O,sentence#86,True
2655,أيد,without,"['▁أي', 'د']",without,O,O,sentence#86,True
2656,الرئيس,without,['▁الرئيس'],without,O,O,sentence#86,True
2657,الأميركي,without,['▁الأميركي'],without,O,O,sentence#86,True
2658,منح,without,['▁منح'],without,O,O,sentence#86,True
2659,الأوروبيين,without,"['▁الأوروبي', 'ين']",without,O,O,sentence#86,True
2660,مزيدا,without,"['▁مزيد', 'ا']",without,O,O,sentence#86,True
2661,من,without,['▁من'],without,O,O,sentence#86,True
2662,الوقت,without,['▁الوقت'],without,O,O,sentence#86,True
2663,لإقناع,without,"['▁لإ', 'قنا', 'ع']",without,O,O,sentence#86,True
2664,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#86,True
2665,بتعليق,without,"['▁ب', 'تعليق']",without,O,O,sentence#86,True
2666,برنامج,without,['▁برنامج'],without,O,O,sentence#86,True
2667,تخصيب,without,"['▁تخ', 'صيب']",without,O,O,sentence#86,True
2668,اليورانيوم,without,"['▁الي', 'وران', 'يوم']",without,B-MISC,B-MISC,sentence#86,True
2669,،,without,['▁،'],without,O,O,sentence#86,True
2670,لكنه,without,['▁لكنه'],without,O,O,sentence#86,True
2671,عبر,without,['▁عبر'],without,O,O,sentence#86,True
2672,عن,without,['▁عن'],without,O,O,sentence#86,True
2673,أمله,without,"['▁أم', 'له']",without,O,O,sentence#86,True
2674,في,without,['▁في'],without,O,O,sentence#86,True
2675,أن,without,['▁أن'],without,O,O,sentence#86,True
2676,تكون,without,['▁تكون'],without,O,O,sentence#86,True
2677,المهلة,without,"['▁المه', 'لة']",without,O,O,sentence#86,True
2678,"""",without,"['▁""']",without,O,O,sentence#86,True
2679,قصيرة,without,['▁قصيرة'],without,O,O,sentence#86,True
2680,"""",without,"['▁""']",without,O,O,sentence#86,True
2681,الدولية,without,['▁الدولية'],without,O,O,sentence#87,True
2682,جورج,without,['▁جورج'],without,B-PERS,B-PERS,sentence#87,True
2683,بوش,without,['▁بوش'],without,I-PERS,I-PERS,sentence#87,True
2684,لصحيفة,without,"['▁ل', 'صح', 'ي', 'فة']",without,O,O,sentence#87,True
2685,وول,without,"['▁و', 'ول']",without,B-ORG,B-ORG,sentence#87,True
2686,ستريت,without,"['▁ستر', 'يت']",without,I-ORG,I-ORG,sentence#87,True
2687,جورنال,without,"['▁', 'جور', 'نال']",without,I-ORG,I-ORG,sentence#87,True
2688,إن,without,['▁إن'],without,O,O,sentence#87,True
2689,هذه,without,['▁هذه'],without,O,O,sentence#87,True
2690,المهلة,without,"['▁المه', 'لة']",without,O,O,sentence#87,True
2691,المقترحة,without,"['▁الم', 'قترح', 'ة']",without,O,O,sentence#87,True
2692,يجب,without,['▁يجب'],without,O,O,sentence#87,True
2693,ألا,without,['▁ألا'],without,O,O,sentence#87,True
2694,تمنح,without,"['▁ت', 'منح']",without,O,O,sentence#87,True
2695,إيران,without,['▁إيران'],without,B-LOC,B-LOC,sentence#87,True
2696,الفرصة,without,['▁الفرصة'],without,O,O,sentence#87,True
2697,لكسب,without,"['▁ل', 'كسب']",without,O,O,sentence#87,True
2698,مزيد,without,['▁مزيد'],without,O,O,sentence#87,True
2699,من,without,['▁من'],without,O,O,sentence#87,True
2700,الوقت,without,['▁الوقت'],without,O,O,sentence#87,True
2701,"""",without,"['▁""']",without,O,O,sentence#87,True
2702,إلى,without,['▁إلى'],without,O,O,sentence#87,True
2703,درجة,without,['▁درجة'],without,O,O,sentence#87,True
2704,نخسر,without,"['▁ن', 'خسر']",without,O,O,sentence#87,True
2705,أي,without,['▁أي'],without,O,O,sentence#87,True
2706,مصلحة,without,['▁مصلحة'],without,O,O,sentence#87,True
2707,لنا,without,['▁لنا'],without,O,O,sentence#87,True
2708,في,without,['▁في'],without,O,O,sentence#87,True
2709,هذا,without,['▁هذا'],without,O,O,sentence#87,True
2710,الموضوع,without,['▁الموضوع'],without,O,O,sentence#87,True
2711,"""",without,"['▁""']",without,O,O,sentence#87,True
2712,اليابانية,without,"['▁اليابان', 'ية']",without,O,O,sentence#88,True
2713,الظواهري,without,"['▁الظ', 'وا', 'هري']",without,I-PERS,B-PERS,sentence#88,False
2714,تحدى,without,"['▁تح', 'دى']",without,O,O,sentence#88,True
2715,الرئيس,without,['▁الرئيس'],without,O,O,sentence#88,True
2716,الأميركي,without,['▁الأميركي'],without,O,O,sentence#88,True
2717,في,without,['▁في'],without,O,O,sentence#88,True
2718,كلمته,without,"['▁كل', 'مته']",without,O,O,sentence#88,True
2719,الأخيرة,without,['▁الأخيرة'],without,O,O,sentence#88,True
2720,(,without,['▁('],without,O,O,sentence#88,True
2721,الجزيرة,without,"['▁الجز', 'يرة']",without,B-ORG,B-ORG,sentence#88,True
2722,-,without,['▁-'],without,O,O,sentence#88,True
2723,أرشيف,without,"['▁أ', 'رش', 'يف']",without,O,O,sentence#88,True
2724,),without,['▁)'],without,O,O,sentence#88,True
2725,من,without,['▁من'],without,O,O,sentence#89,True
2726,الرجل,without,['▁الرجل'],without,O,O,sentence#89,True
2727,الثاني,without,['▁الثاني'],without,O,O,sentence#89,True
2728,في,without,['▁في'],without,O,O,sentence#89,True
2729,تنظيم,without,['▁تنظيم'],without,B-ORG,B-ORG,sentence#89,True
2730,القاعدة,without,['▁القاعدة'],without,I-ORG,I-ORG,sentence#89,True
2731,أيمن,without,"['▁أي', 'من']",without,B-PERS,B-PERS,sentence#89,True
2732,الظواهري,without,"['▁الظ', 'وا', 'هري']",without,I-PERS,I-PERS,sentence#89,True
2733,في,without,['▁في'],without,O,O,sentence#89,True
2734,كلمته,without,"['▁كل', 'مته']",without,O,O,sentence#89,True
2735,التي,without,['▁التي'],without,O,O,sentence#89,True
2736,بثت,without,"['▁', 'بث', 'ت']",without,O,O,sentence#89,True
2737,على,without,['▁على'],without,O,O,sentence#89,True
2738,أحد,without,['▁أحد'],without,O,O,sentence#89,True
2739,مواقع,without,['▁مواقع'],without,O,O,sentence#89,True
2740,الإنترنت,without,['▁الإنترنت'],without,O,O,sentence#89,True
2741,على,without,['▁على'],without,O,O,sentence#89,True
2742,ثلاثة,without,['▁ثلاثة'],without,O,O,sentence#89,True
2743,محاور,without,"['▁محا', 'ور']",without,O,O,sentence#89,True
2744,رئيسية,without,"['▁رئيس', 'ية']",without,O,O,sentence#89,True
2745,أولها,without,"['▁أول', 'ها']",without,O,O,sentence#89,True
2746,ما,without,['▁ما'],without,O,O,sentence#89,True
2747,أسماه,without,"['▁أس', 'ماه']",without,O,O,sentence#89,True
2748,كذب,without,"['▁', 'كذب']",without,O,O,sentence#89,True
2749,الرئيس,without,['▁الرئيس'],without,O,O,sentence#89,True
2750,الأميركي,without,['▁الأميركي'],without,O,O,sentence#89,True
2751,جورج,without,['▁جورج'],without,B-PERS,B-PERS,sentence#89,True
2752,بوش,without,['▁بوش'],without,I-PERS,I-PERS,sentence#89,True
2753,وفشله,without,"['▁و', 'فشل', 'ه']",without,O,O,sentence#89,True
2754,في,without,['▁في'],without,O,O,sentence#89,True
2755,الحرب,without,['▁الحرب'],without,O,O,sentence#89,True
2756,على,without,['▁على'],without,O,O,sentence#89,True
2757,الإرهاب,without,['▁الإرهاب'],without,O,O,sentence#89,True
2758,",",without,"['▁', ',']",without,O,O,sentence#89,True
2759,وكشف,without,"['▁و', 'كشف']",without,O,O,sentence#89,True
2760,عن,without,['▁عن'],without,O,O,sentence#89,True
2761,موقفه,without,"['▁موقف', 'ه']",without,O,O,sentence#89,True
2762,من,without,['▁من'],without,O,O,sentence#89,True
2763,تصريحات,without,['▁تصريحات'],without,O,O,sentence#89,True
2764,البابا,without,"['▁الباب', 'ا']",without,B-PERS,B-PERS,sentence#89,True
2765,بنديكت,without,"['▁بند', 'ي', 'كت']",without,I-PERS,I-PERS,sentence#89,True
2766,ال,without,['▁ال'],without,I-PERS,O,sentence#89,False
2767,ـ,without,['▁ـ'],without,O,O,sentence#89,True
2768,16,without,['▁16'],without,I-PERS,O,sentence#89,False
2769,التي,without,['▁التي'],without,O,O,sentence#89,True
