,words,tokenised_words,true,pred,sentence,agreement
4181,Sherwin,"['she', '##r', '##win']",B-PER,B-PER,sentence#137,True
4182,Campbell,['campbell'],I-PER,I-PER,sentence#137,True
4183,",","[',']",O,O,sentence#137,True
4184,Robert,['robert'],B-PER,B-PER,sentence#137,True
4185,Samuels,"['samuel', '##s']",I-PER,I-PER,sentence#137,True
4186,",","[',']",O,O,sentence#137,True
4187,Brian,['brian'],B-PER,B-PER,sentence#137,True
4188,Lara,['lara'],I-PER,I-PER,sentence#137,True
4189,",","[',']",O,O,sentence#137,True
4190,Shivnarine,"['shi', '##vna', '##rine']",B-PER,B-PER,sentence#137,True
4191,Chanderpaul,"['chan', '##der', '##pa', '##ul']",I-PER,I-PER,sentence#137,True
4192,",","[',']",O,O,sentence#137,True
4193,Carl,['carl'],B-PER,B-PER,sentence#137,True
4194,Hooper,['hooper'],I-PER,I-PER,sentence#137,True
4195,",","[',']",O,O,sentence#137,True
4196,Jimmy,['jimmy'],B-PER,B-PER,sentence#137,True
4197,Adams,['adams'],I-PER,I-PER,sentence#137,True
4198,",","[',']",O,O,sentence#137,True
4199,Junior,['junior'],B-PER,B-PER,sentence#137,True
4200,Murray,['murray'],I-PER,I-PER,sentence#137,True
4201,",","[',']",O,O,sentence#137,True
4202,Nixon,['nixon'],B-PER,B-PER,sentence#137,True
4203,McLean,['mclean'],I-PER,I-PER,sentence#137,True
4204,",","[',']",O,O,sentence#137,True
4205,Kenneth,['kenneth'],B-PER,B-PER,sentence#137,True
4206,Benjamin,['benjamin'],I-PER,I-PER,sentence#137,True
4207,",","[',']",O,O,sentence#137,True
4208,Curtly,"['curt', '##ly']",B-PER,B-PER,sentence#137,True
4209,Ambrose,['ambrose'],I-PER,I-PER,sentence#137,True
4210,",","[',']",O,O,sentence#137,True
4211,Courtney,['courtney'],B-PER,B-PER,sentence#137,True
4212,Walsh,['walsh'],I-PER,I-PER,sentence#137,True
4213,(,['('],O,O,sentence#137,True
4214,captain,['captain'],O,O,sentence#137,True
4215,),[')'],O,O,sentence#137,True
4216,",","[',']",O,O,sentence#137,True
4217,Roland,['roland'],B-PER,B-PER,sentence#137,True
4218,Holder,['holder'],I-PER,I-PER,sentence#137,True
4219,12th,['12th'],O,O,sentence#137,True
4220,man,['man'],O,O,sentence#137,True
4221,BADMINTON,['badminton'],O,O,sentence#138,True
4222,-,['-'],O,O,sentence#138,True
4223,WORLD,['world'],B-MISC,B-MISC,sentence#138,True
4224,GRAND,['grand'],I-MISC,I-MISC,sentence#138,True
4225,PRIX,['prix'],I-MISC,I-MISC,sentence#138,True
4226,RESULTS,['results'],O,O,sentence#138,True
4227,BALI,['bali'],B-LOC,B-LOC,sentence#139,True
4228,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#139,True
4229,Results,['results'],O,O,sentence#139,True
4230,in,['in'],O,O,sentence#139,True
4231,last,['last'],O,O,sentence#139,True
4232,of,['of'],O,O,sentence#139,True
4233,the,['the'],O,O,sentence#139,True
4234,group,['group'],O,O,sentence#139,True
4235,matches,['matches'],O,O,sentence#139,True
4236,at,['at'],O,O,sentence#139,True
4237,the,['the'],O,O,sentence#139,True
4238,World,['world'],B-MISC,B-MISC,sentence#139,True
4239,Grand,['grand'],I-MISC,B-MISC,sentence#139,False
4240,Prix,['prix'],I-MISC,I-MISC,sentence#139,True
4241,badminton,['badminton'],O,O,sentence#139,True
4242,finals,['finals'],O,O,sentence#139,True
4243,on,['on'],O,O,sentence#139,True
4244,Friday,['friday'],O,O,sentence#139,True
4245,:,[':'],O,O,sentence#139,True
4246,Men,['men'],O,O,sentence#139,True
4247,'s,"[""'"", 's']",O,O,sentence#139,True
4248,singles,['singles'],O,O,sentence#139,True
4249,Group,['group'],O,O,sentence#139,True
4250,B,['b'],O,O,sentence#139,True
4251,Chen,['chen'],B-PER,B-PER,sentence#139,True
4252,Gang,['gang'],I-PER,I-PER,sentence#139,True
4253,(,['('],O,O,sentence#139,True
4254,China,['china'],B-LOC,B-LOC,sentence#139,True
4255,),[')'],O,O,sentence#139,True
4256,beat,['beat'],O,O,sentence#139,True
4257,Martin,['martin'],B-PER,B-PER,sentence#139,True
4258,Londgaard,"['lon', '##d', '##gaard']",I-PER,I-PER,sentence#139,True
4259,Hansen,['hansen'],I-PER,I-PER,sentence#139,True
4260,(,['('],O,O,sentence#139,True
4261,Denmark,['denmark'],B-LOC,B-LOC,sentence#139,True
4262,),[')'],O,O,sentence#139,True
4263,15-12,"['15', '-', '12']",O,O,sentence#139,True
4264,15-6,"['15', '-', '6']",O,O,sentence#139,True
4265,Dong,['dong'],B-PER,B-PER,sentence#139,True
4266,Jiong,"['ji', '##ong']",I-PER,I-PER,sentence#139,True
4267,(,['('],O,O,sentence#139,True
4268,China,['china'],B-LOC,B-LOC,sentence#139,True
4269,),[')'],O,O,sentence#139,True
4270,beat,['beat'],O,O,sentence#139,True
4271,Thomas,['thomas'],B-PER,B-PER,sentence#139,True
4272,Stuer-Lauridsen,"['stu', '##er', '-', 'lauri', '##dsen']",I-PER,I-PER,sentence#139,True
4273,(,['('],O,O,sentence#139,True
4274,Denmark,['denmark'],B-LOC,B-LOC,sentence#139,True
4275,),[')'],O,O,sentence#139,True
4276,15-10,"['15', '-', '10']",O,O,sentence#139,True
4277,15-6,"['15', '-', '6']",O,O,sentence#139,True
4278,Indra,['indra'],B-PER,B-PER,sentence#139,True
4279,Wijaya,"['wi', '##jaya']",I-PER,I-PER,sentence#139,True
4280,(,['('],O,O,sentence#139,True
4281,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4282,),[')'],O,O,sentence#139,True
4283,beat,['beat'],O,O,sentence#139,True
4284,Ong,['ong'],B-PER,B-PER,sentence#139,True
4285,Ewe,"['e', '##we']",I-PER,I-PER,sentence#139,True
4286,Hock,"['hoc', '##k']",I-PER,I-PER,sentence#139,True
4287,(,['('],O,O,sentence#139,True
4288,Malaysia,['malaysia'],B-LOC,B-LOC,sentence#139,True
4289,),[')'],O,O,sentence#139,True
4290,5-15,"['5', '-', '15']",O,O,sentence#139,True
4291,15-11,"['15', '-', '11']",O,O,sentence#139,True
4292,15-11,"['15', '-', '11']",O,O,sentence#139,True
4293,Group,['group'],O,O,sentence#139,True
4294,C,['c'],O,O,sentence#139,True
4295,Sun,['sun'],B-PER,B-PER,sentence#139,True
4296,Jun,['jun'],I-PER,I-PER,sentence#139,True
4297,(,['('],O,O,sentence#139,True
4298,China,['china'],B-LOC,B-LOC,sentence#139,True
4299,),[')'],O,O,sentence#139,True
4300,beat,['beat'],O,O,sentence#139,True
4301,Rashid,['rashid'],B-PER,B-PER,sentence#139,True
4302,Sidek,"['side', '##k']",I-PER,I-PER,sentence#139,True
4303,(,['('],O,O,sentence#139,True
4304,Malaysia,['malaysia'],B-LOC,B-LOC,sentence#139,True
4305,),[')'],O,O,sentence#139,True
4306,15-12,"['15', '-', '12']",O,O,sentence#139,True
4307,17-14,"['17', '-', '14']",O,O,sentence#139,True
4308,Hermawan,"['her', '##ma', '##wan']",B-PER,B-PER,sentence#139,True
4309,Susanto,"['susan', '##to']",I-PER,I-PER,sentence#139,True
4310,(,['('],O,O,sentence#139,True
4311,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4312,),[')'],O,O,sentence#139,True
4313,beat,['beat'],O,O,sentence#139,True
4314,Soren,"['sor', '##en']",B-PER,B-PER,sentence#139,True
4315,B.,"['b', '.']",I-PER,I-PER,sentence#139,True
4316,Nielsen,['nielsen'],I-PER,I-PER,sentence#139,True
4317,(,['('],O,O,sentence#139,True
4318,Denmark,['denmark'],B-LOC,B-LOC,sentence#139,True
4319,),[')'],O,O,sentence#139,True
4320,15-8,"['15', '-', '8']",O,O,sentence#139,True
4321,15-2,"['15', '-', '2']",O,O,sentence#139,True
4322,Group,['group'],O,O,sentence#139,True
4323,D,['d'],O,O,sentence#139,True
4324,Allan,['allan'],B-PER,B-PER,sentence#139,True
4325,Budi,"['bud', '##i']",I-PER,I-PER,sentence#139,True
4326,Kuksuma,"['ku', '##ksu', '##ma']",I-PER,I-PER,sentence#139,True
4327,(,['('],O,O,sentence#139,True
4328,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4329,),[')'],O,O,sentence#139,True
4330,beat,['beat'],O,O,sentence#139,True
4331,Poul-Erik,"['poul', '-', 'erik']",B-PER,B-PER,sentence#139,True
4332,Hoyer-Larsen,"['hoy', '##er', '-', 'larsen']",I-PER,I-PER,sentence#139,True
4333,(,['('],O,O,sentence#139,True
4334,Denmark,['denmark'],B-LOC,B-LOC,sentence#139,True
4335,),[')'],O,O,sentence#139,True
4336,15-7,"['15', '-', '7']",O,O,sentence#139,True
4337,15-4,"['15', '-', '4']",O,O,sentence#139,True
4338,Budi,"['bud', '##i']",B-PER,B-PER,sentence#139,True
4339,Santoso,"['santos', '##o']",I-PER,I-PER,sentence#139,True
4340,(,['('],O,O,sentence#139,True
4341,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4342,),[')'],O,O,sentence#139,True
4343,beat,['beat'],O,O,sentence#139,True
4344,Hu,['hu'],B-PER,B-PER,sentence#139,True
4345,Zhilan,"['z', '##hila', '##n']",I-PER,I-PER,sentence#139,True
4346,(,['('],O,O,sentence#139,True
4347,China,['china'],B-LOC,B-LOC,sentence#139,True
4348,),[')'],O,O,sentence#139,True
4349,15-4,"['15', '-', '4']",O,O,sentence#139,True
4350,15-5,"['15', '-', '5']",O,O,sentence#139,True
4351,Semifinals,['semifinals'],O,O,sentence#139,True
4352,(,['('],O,O,sentence#139,True
4353,on,['on'],O,O,sentence#139,True
4354,Saturday,['saturday'],O,O,sentence#139,True
4355,),[')'],O,O,sentence#139,True
4356,:,[':'],O,O,sentence#139,True
4357,Fung,['fung'],B-PER,B-PER,sentence#139,True
4358,Permadi,"['perm', '##adi']",I-PER,I-PER,sentence#139,True
4359,(,['('],O,O,sentence#139,True
4360,Taiwan,['taiwan'],B-LOC,B-LOC,sentence#139,True
4361,),[')'],O,O,sentence#139,True
4362,v,['v'],O,O,sentence#139,True
4363,Indra,['indra'],B-PER,B-PER,sentence#139,True
4364,Wijaya,"['wi', '##jaya']",B-PER,I-PER,sentence#139,False
4365,(,['('],O,O,sentence#139,True
4366,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4367,),[')'],O,O,sentence#139,True
4368,;,[';'],O,O,sentence#139,True
4369,Sun,['sun'],B-PER,B-PER,sentence#139,True
4370,Jun,['jun'],I-PER,I-PER,sentence#139,True
4371,(,['('],O,O,sentence#139,True
4372,China,['china'],B-LOC,B-LOC,sentence#139,True
4373,),[')'],O,O,sentence#139,True
4374,v,['v'],O,O,sentence#139,True
4375,Allan,['allan'],B-PER,B-PER,sentence#139,True
4376,Budi,"['bud', '##i']",I-PER,I-PER,sentence#139,True
4377,Kusuma,"['kus', '##uma']",I-PER,I-PER,sentence#139,True
4378,(,['('],O,O,sentence#139,True
4379,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4380,),[')'],O,O,sentence#139,True
4381,Women,['women'],O,O,sentence#139,True
4382,'s,"[""'"", 's']",O,O,sentence#139,True
4383,singles,['singles'],O,O,sentence#139,True
4384,Group,['group'],O,O,sentence#139,True
4385,A,['a'],O,O,sentence#139,True
4386,Gong,['gong'],B-PER,B-PER,sentence#139,True
4387,Zhichao,"['z', '##hic', '##hao']",I-PER,I-PER,sentence#139,True
4388,(,['('],O,O,sentence#139,True
4389,China,['china'],B-LOC,B-LOC,sentence#139,True
4390,),[')'],O,O,sentence#139,True
4391,beat,['beat'],O,O,sentence#139,True
4392,Mia,['mia'],B-PER,B-PER,sentence#139,True
4393,Audina,"['audi', '##na']",I-PER,I-PER,sentence#139,True
4394,(,['('],O,O,sentence#139,True
4395,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#139,True
4396,),[')'],O,O,sentence#139,True
4397,11-2,"['11', '-', '2']",O,O,sentence#139,True
4398,12-10,"['12', '-', '10']",O,O,sentence#139,True
4399,Group,['group'],O,O,sentence#139,True
4400,B,['b'],O,O,sentence#139,True
4401,Ye,['ye'],B-PER,B-PER,sentence#139,True
4402,Zhaoying,"['zhao', '##ying']",I-PER,I-PER,sentence#139,True
4403,(,['('],O,O,sentence#139,True
4404,China,['china'],B-LOC,B-LOC,sentence#139,True
4405,Semifinals,['semifinals'],O,O,sentence#140,True
4406,(,['('],O,O,sentence#140,True
4407,on,['on'],O,O,sentence#140,True
4408,Saturday,['saturday'],O,O,sentence#140,True
4409,),[')'],O,O,sentence#140,True
4410,:,[':'],O,O,sentence#140,True
4411,Susi,"['sus', '##i']",B-PER,B-PER,sentence#140,True
4412,Susanti,"['susan', '##ti']",I-PER,I-PER,sentence#140,True
4413,(,['('],O,O,sentence#140,True
4414,Indonesia,['indonesia'],B-LOC,B-LOC,sentence#140,True
4415,),[')'],O,O,sentence#140,True
4416,v,['v'],O,O,sentence#140,True
4417,Camilla,['camilla'],B-PER,B-PER,sentence#140,True
4418,Martin,['martin'],I-PER,I-PER,sentence#140,True
4419,(,['('],O,O,sentence#140,True
4420,Denmark,['denmark'],B-LOC,B-LOC,sentence#140,True
4421,),[')'],O,O,sentence#140,True
4422,;,[';'],O,O,sentence#140,True
4423,Ye,['ye'],B-PER,B-PER,sentence#140,True
4424,Zhaoying,"['zhao', '##ying']",I-PER,I-PER,sentence#140,True
4425,(,['('],O,O,sentence#140,True
4426,China,['china'],B-LOC,B-LOC,sentence#140,True
4427,),[')'],O,O,sentence#140,True
4428,v,['v'],O,O,sentence#140,True
4429,Gong,['gong'],B-PER,B-PER,sentence#140,True
4430,Zichao,"['zich', '##ao']",I-PER,I-PER,sentence#140,True
4431,(,['('],O,O,sentence#140,True
4432,China,['china'],B-LOC,B-LOC,sentence#140,True
4433,),[')'],O,O,sentence#140,True
4434,SOCCER,['soccer'],O,O,sentence#141,True
4435,-,['-'],O,O,sentence#141,True
4436,ARAB,['arab'],B-MISC,B-MISC,sentence#141,True
4437,CONTRACTORS,"['contract', '##ors']",O,O,sentence#141,True
4438,WIN,['win'],O,O,sentence#141,True
4439,AFRICAN,['african'],B-MISC,B-MISC,sentence#141,True
4440,CUP,['cup'],I-MISC,I-MISC,sentence#141,True
4441,WINNERS,['winners'],I-MISC,I-MISC,sentence#141,True
4442,',"[""'""]",I-MISC,I-MISC,sentence#141,True
4443,CUP,['cup'],I-MISC,I-MISC,sentence#141,True
4444,CAIRO,['cairo'],B-LOC,B-LOC,sentence#142,True
4445,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#142,True
4446,Result,['result'],O,O,sentence#142,True
4447,of,['of'],O,O,sentence#142,True
4448,the,['the'],O,O,sentence#142,True
4449,second,['second'],O,O,sentence#142,True
4450,leg,['leg'],O,O,sentence#142,True
4451,of,['of'],O,O,sentence#142,True
4452,the,['the'],O,O,sentence#142,True
4453,African,['african'],B-MISC,B-MISC,sentence#142,True
4454,Cup,['cup'],I-MISC,I-MISC,sentence#142,True
4455,Winners,['winners'],I-MISC,I-MISC,sentence#142,True
4456,',"[""'""]",I-MISC,I-MISC,sentence#142,True
4457,Cup,['cup'],I-MISC,I-MISC,sentence#142,True
4458,final,['final'],O,O,sentence#142,True
4459,at,['at'],O,O,sentence#142,True
4460,the,['the'],O,O,sentence#142,True
4461,National,['national'],B-LOC,B-LOC,sentence#142,True
4462,stadium,['stadium'],I-LOC,I-LOC,sentence#142,True
4463,on,['on'],O,O,sentence#142,True
4464,Friday,['friday'],O,O,sentence#142,True
4465,:,[':'],O,O,sentence#142,True
4466,Arab,['arab'],B-ORG,B-ORG,sentence#142,True
4467,Contractors,"['contract', '##ors']",I-ORG,I-ORG,sentence#142,True
4468,(,['('],O,O,sentence#142,True
4469,Egypt,['egypt'],B-LOC,B-LOC,sentence#142,True
4470,),[')'],O,O,sentence#142,True
4471,4,['4'],O,O,sentence#142,True
4472,Sodigraf,"['so', '##dig', '##raf']",B-ORG,B-ORG,sentence#142,True
4473,(,['('],O,O,sentence#142,True
4474,Zaire,"['za', '##ire']",B-LOC,B-LOC,sentence#142,True
4475,),[')'],O,O,sentence#142,True
4476,0,['0'],O,O,sentence#142,True
4477,(,['('],O,O,sentence#142,True
4478,halftime,"['half', '##time']",O,O,sentence#142,True
4479,2-0,"['2', '-', '0']",O,O,sentence#142,True
4480,),[')'],O,O,sentence#142,True
4481,Scorers,"['scorer', '##s']",O,O,sentence#142,True
4482,:,[':'],O,O,sentence#142,True
4483,Aly,"['al', '##y']",B-PER,B-PER,sentence#142,True
4484,Ashour,"['ash', '##our']",I-PER,I-PER,sentence#142,True
4485,7,['7'],O,O,sentence#142,True
4486,",","[',']",O,O,sentence#142,True
4487,56,['56'],O,O,sentence#142,True
4488,penalty,['penalty'],O,O,sentence#142,True
4489,",","[',']",O,O,sentence#142,True
4490,Mohamed,['mohamed'],B-PER,B-PER,sentence#142,True
4491,Ouda,"['oud', '##a']",I-PER,I-PER,sentence#142,True
4492,24,['24'],O,O,sentence#142,True
4493,",","[',']",O,O,sentence#142,True
4494,73,['73'],O,O,sentence#142,True
4495,Contractors,"['contract', '##ors']",O,O,sentence#142,True
4496,won,['won'],O,O,sentence#142,True
4497,4-0,"['4', '-', '0']",O,O,sentence#142,True
4498,on,['on'],O,O,sentence#142,True
4499,aggregate,['aggregate'],O,O,sentence#142,True
4500,NHL,['nhl'],B-ORG,B-ORG,sentence#143,True
4501,ICE,['ice'],O,O,sentence#143,True
4502,HOCKEY,['hockey'],O,O,sentence#143,True
4503,-,['-'],O,O,sentence#143,True
4504,STANDINGS,['standings'],O,O,sentence#143,True
4505,AFTER,['after'],O,O,sentence#143,True
4506,THURSDAY,['thursday'],O,O,sentence#143,True
4507,'S,"[""'"", 's']",O,O,sentence#143,True
4508,GAMES,['games'],O,O,sentence#143,True
4509,NEW,['new'],B-LOC,B-LOC,sentence#144,True
4510,YORK,['york'],I-LOC,I-LOC,sentence#144,True
4511,1996-12-06,"['1996', '-', '12', '-', '06']",O,O,sentence#144,True
4512,Standings,['standings'],O,O,sentence#144,True
4513,of,['of'],O,O,sentence#144,True
4514,National,['national'],B-ORG,B-MISC,sentence#144,False
4515,Hockey,['hockey'],I-ORG,I-MISC,sentence#144,False
4516,League,['league'],B-ORG,I-MISC,sentence#144,False
4517,teams,['teams'],O,O,sentence#144,True
4518,after,['after'],O,O,sentence#144,True
4519,games,['games'],O,O,sentence#144,True
4520,played,['played'],O,O,sentence#144,True
4521,on,['on'],O,O,sentence#144,True
4522,Thursday,['thursday'],O,O,sentence#144,True
4523,(,['('],O,O,sentence#144,True
4524,tabulate,"['tab', '##ulate']",O,O,sentence#144,True
4525,under,['under'],O,O,sentence#144,True
4526,won,['won'],O,O,sentence#144,True
4527,",","[',']",O,O,sentence#144,True
4528,lost,['lost'],O,O,sentence#144,True
4529,",","[',']",O,O,sentence#144,True
4530,tied,['tied'],O,O,sentence#144,True
4531,",","[',']",O,O,sentence#144,True
4532,goals,['goals'],O,O,sentence#144,True
4533,for,['for'],O,O,sentence#144,True
4534,",","[',']",O,O,sentence#144,True
4535,goals,['goals'],O,O,sentence#144,True
4536,against,['against'],O,O,sentence#144,True
4537,",","[',']",O,O,sentence#144,True
4538,points,['points'],O,O,sentence#144,True
4539,),[')'],O,O,sentence#144,True
4540,:,[':'],O,O,sentence#144,True
4541,EASTERN,['eastern'],O,B-MISC,sentence#144,False
4542,CONFERENCE,['conference'],O,I-MISC,sentence#144,False
4543,NORTHEAST,['northeast'],O,B-MISC,sentence#144,False
4544,DIVISION,['division'],O,I-MISC,sentence#144,False
4545,W,['w'],O,O,sentence#144,True
4546,L,['l'],O,O,sentence#144,True
4547,T,['t'],O,O,sentence#144,True
4548,GF,"['g', '##f']",O,O,sentence#144,True
4549,GA,['ga'],O,O,sentence#144,True
4550,PTS,['pts'],O,O,sentence#144,True
4551,HARTFORD,['hartford'],B-ORG,B-ORG,sentence#144,True
4552,12,['12'],O,O,sentence#144,True
4553,7,['7'],O,O,sentence#144,True
4554,6,['6'],O,O,sentence#144,True
4555,77,['77'],O,O,sentence#144,True
4556,76,['76'],O,O,sentence#144,True
4557,30,['30'],O,O,sentence#144,True
4558,BUFFALO,['buffalo'],B-ORG,B-ORG,sentence#144,True
4559,13,['13'],O,O,sentence#144,True
4560,12,['12'],O,O,sentence#144,True
4561,1,['1'],O,O,sentence#144,True
4562,77,['77'],O,O,sentence#144,True
4563,76,['76'],O,O,sentence#144,True
4564,27,['27'],O,O,sentence#144,True
4565,BOSTON,['boston'],B-ORG,B-ORG,sentence#144,True
4566,10,['10'],O,O,sentence#144,True
4567,11,['11'],O,O,sentence#144,True
4568,4,['4'],O,O,sentence#144,True
4569,74,['74'],O,O,sentence#144,True
4570,84,['84'],O,O,sentence#144,True
4571,24,['24'],O,O,sentence#144,True
4572,MONTREAL,['montreal'],B-ORG,B-ORG,sentence#144,True
4573,10,['10'],O,O,sentence#144,True
4574,14,['14'],O,O,sentence#144,True
4575,4,['4'],O,O,sentence#144,True
4576,96,['96'],O,O,sentence#144,True
4577,103,['103'],O,O,sentence#144,True
4578,24,['24'],O,O,sentence#144,True
4579,PITTSBURGH,['pittsburgh'],B-ORG,B-ORG,sentence#144,True
4580,9,['9'],O,O,sentence#144,True
4581,13,['13'],O,O,sentence#144,True
4582,3,['3'],O,O,sentence#144,True
4583,81,['81'],O,O,sentence#144,True
4584,91,['91'],O,O,sentence#144,True
4585,21,['21'],O,O,sentence#144,True
4586,OTTAWA,['ottawa'],B-ORG,B-ORG,sentence#144,True
4587,7,['7'],O,O,sentence#144,True
4588,11,['11'],O,O,sentence#144,True
4589,6,['6'],O,O,sentence#144,True
4590,62,['62'],O,O,sentence#144,True
4591,72,['72'],O,O,sentence#144,True
4592,20,['20'],O,O,sentence#144,True
4593,ATLANTIC,['atlantic'],B-LOC,B-MISC,sentence#144,False
4594,DIVISION,['division'],O,I-MISC,sentence#144,False
4595,W,['w'],O,O,sentence#144,True
4596,L,['l'],O,O,sentence#144,True
4597,T,['t'],O,O,sentence#144,True
4598,GF,"['g', '##f']",O,O,sentence#144,True
4599,GA,['ga'],O,O,sentence#144,True
4600,PTS,['pts'],O,O,sentence#144,True
4601,FLORIDA,['florida'],B-ORG,B-ORG,sentence#144,True
4602,17,['17'],O,O,sentence#144,True
4603,4,['4'],O,O,sentence#144,True
4604,6,['6'],O,O,sentence#144,True
4605,83,['83'],O,O,sentence#144,True
4606,53,['53'],O,O,sentence#144,True
4607,40,['40'],O,O,sentence#144,True
4608,PHILADELPHIA,['philadelphia'],B-ORG,B-ORG,sentence#144,True
4609,14,['14'],O,O,sentence#144,True
4610,12,['12'],O,O,sentence#144,True
4611,2,['2'],O,O,sentence#144,True
4612,75,['75'],O,O,sentence#144,True
4613,75,['75'],O,O,sentence#144,True
4614,30,['30'],O,O,sentence#144,True
4615,NEW,['new'],B-ORG,B-ORG,sentence#144,True
4616,JERSEY,['jersey'],I-ORG,I-ORG,sentence#144,True
4617,14,['14'],O,O,sentence#144,True
4618,10,['10'],O,O,sentence#144,True
4619,1,['1'],O,O,sentence#144,True
4620,61,['61'],O,O,sentence#144,True
4621,61,['61'],O,O,sentence#144,True
4622,29,['29'],O,O,sentence#144,True
4623,WASHINGTON,['washington'],B-ORG,B-ORG,sentence#144,True
4624,13,['13'],O,O,sentence#144,True
4625,12,['12'],O,O,sentence#144,True
4626,1,['1'],O,O,sentence#144,True
4627,69,['69'],O,O,sentence#144,True
4628,66,['66'],O,O,sentence#144,True
4629,27,['27'],O,O,sentence#144,True
4630,NY,['ny'],B-ORG,B-ORG,sentence#144,True
4631,RANGERS,['rangers'],I-ORG,I-ORG,sentence#144,True
4632,10,['10'],O,O,sentence#144,True
4633,13,['13'],O,O,sentence#144,True
4634,5,['5'],O,O,sentence#144,True
4635,91,['91'],O,O,sentence#144,True
4636,81,['81'],O,O,sentence#144,True
4637,25,['25'],O,O,sentence#144,True
4638,NY,['ny'],B-ORG,B-ORG,sentence#144,True
4639,ISLANDERS,['islanders'],I-ORG,I-ORG,sentence#144,True
4640,7,['7'],O,O,sentence#144,True
4641,11,['11'],O,O,sentence#144,True
4642,8,['8'],O,O,sentence#144,True
4643,65,['65'],O,O,sentence#144,True
4644,72,['72'],O,O,sentence#144,True
4645,22,['22'],O,O,sentence#144,True
4646,TAMPA,['tampa'],B-ORG,B-ORG,sentence#144,True
4647,BAY,['bay'],I-ORG,I-ORG,sentence#144,True
4648,8,['8'],O,O,sentence#144,True
4649,15,['15'],O,O,sentence#144,True
4650,2,['2'],O,O,sentence#144,True
4651,69,['69'],O,O,sentence#144,True
4652,81,['81'],O,O,sentence#144,True
4653,18,['18'],O,O,sentence#144,True
4654,WESTERN,['western'],O,B-MISC,sentence#144,False
4655,CONFERENCE,['conference'],O,I-MISC,sentence#144,False
4656,CENTRAL,['central'],B-MISC,B-MISC,sentence#144,True
4657,DIVISION,['division'],I-MISC,I-MISC,sentence#144,True
4658,W,['w'],O,O,sentence#144,True
4659,L,['l'],O,O,sentence#144,True
4660,T,['t'],O,O,sentence#144,True
4661,GF,"['g', '##f']",O,O,sentence#144,True
4662,GA,['ga'],O,O,sentence#144,True
4663,PTS,['pts'],O,O,sentence#144,True
4664,DETROIT,['detroit'],B-ORG,B-ORG,sentence#144,True
4665,15,['15'],O,O,sentence#144,True
4666,9,['9'],O,O,sentence#144,True
4667,4,['4'],O,O,sentence#144,True
4668,81,['81'],O,O,sentence#144,True
4669,53,['53'],O,O,sentence#144,True
4670,34,['34'],O,O,sentence#144,True
4671,DALLAS,['dallas'],B-ORG,B-ORG,sentence#144,True
4672,16,['16'],O,O,sentence#144,True
4673,9,['9'],O,O,sentence#144,True
4674,1,['1'],O,O,sentence#144,True
4675,74,['74'],O,O,sentence#144,True
4676,60,['60'],O,O,sentence#144,True
4677,33,['33'],O,O,sentence#144,True
4678,CHICAGO,['chicago'],B-ORG,B-ORG,sentence#144,True
4679,12,['12'],O,O,sentence#144,True
4680,12,['12'],O,O,sentence#144,True
4681,3,['3'],O,O,sentence#144,True
4682,71,['71'],O,O,sentence#144,True
4683,67,['67'],O,O,sentence#144,True
4684,27,['27'],O,O,sentence#144,True
4685,ST,['st'],B-ORG,B-ORG,sentence#144,True
4686,LOUIS,['louis'],I-ORG,I-ORG,sentence#144,True
4687,13,['13'],O,O,sentence#144,True
4688,14,['14'],O,O,sentence#144,True
4689,0,['0'],O,O,sentence#144,True
4690,78,['78'],O,O,sentence#144,True
4691,81,['81'],O,O,sentence#144,True
4692,26,['26'],O,O,sentence#144,True
4693,TORONTO,['toronto'],B-ORG,B-ORG,sentence#144,True
4694,11,['11'],O,O,sentence#144,True
4695,15,['15'],O,O,sentence#144,True
4696,0,['0'],O,O,sentence#144,True
4697,76,['76'],O,O,sentence#144,True
4698,89,['89'],O,O,sentence#144,True
4699,22,['22'],O,O,sentence#144,True
4700,PHOENIX,['phoenix'],B-ORG,B-ORG,sentence#144,True
4701,9,['9'],O,O,sentence#144,True
4702,13,['13'],O,O,sentence#144,True
4703,4,['4'],O,O,sentence#144,True
4704,61,['61'],O,O,sentence#144,True
4705,74,['74'],O,O,sentence#144,True
4706,22,['22'],O,O,sentence#144,True
4707,PACIFIC,['pacific'],B-LOC,B-MISC,sentence#144,False
4708,DIVISION,['division'],O,I-MISC,sentence#144,False
4709,W,['w'],O,O,sentence#144,True
4710,L,['l'],O,O,sentence#144,True
4711,T,['t'],O,O,sentence#144,True
4712,GF,"['g', '##f']",O,O,sentence#144,True
4713,GA,['ga'],O,O,sentence#144,True
4714,PTS,['pts'],O,O,sentence#144,True
4715,COLORADO,['colorado'],B-ORG,B-ORG,sentence#144,True
4716,17,['17'],O,O,sentence#144,True
