,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement
3823,في,في,['في'],['في'],O,O,sentence#127,True
3824,شركة,شرك +ة,['شركة'],"['شرك', '+ة']",O,O,sentence#127,True
3825,أنفرايرو,أنفرايرو,"['أنف', '##را', '##يرو']","['أنف', '##را', '##يرو']",B-ORG,B-ORG,sentence#127,True
3826,التي,التي,['التي'],['التي'],O,O,sentence#127,True
3827,تدير,تدير,['تدير'],['تدير'],O,O,sentence#127,True
3828,المطارات,ال+ مطار +ات,"['الم', '##طار', '##ات']","['ال+', 'مطار', '+ات']",O,O,sentence#127,True
3829,البرازيلية,ال+ برازيلي +ة,"['البر', '##ازي', '##لية']","['ال+', 'برازيلي', '+ة']",O,O,sentence#127,True
3830,أن,أن,['أن'],['أن'],O,O,sentence#127,True
3831,الطائرة,ال+ طائر +ة,"['الط', '##ائر', '##ة']","['ال+', 'طائر', '+ة']",O,O,sentence#127,True
3832,التابعة,ال+ تابع +ة,"['الت', '##ابع', '##ة']","['ال+', 'تابع', '+ة']",O,O,sentence#127,True
3833,لشركة,ل+ شرك +ة,"['لشرك', '##ة']","['ل+', 'شرك', '+ة']",O,O,sentence#127,True
3834,GOL,GOL,"['GO', '##L']","['GO', '##L']",B-ORG,B-ORG,sentence#127,True
3835,التي,التي,['التي'],['التي'],O,O,sentence#127,True
3836,كانت,كان +ت,['كانت'],"['كان', '+ت']",O,O,sentence#127,True
3837,تقوم,تقوم,['تقوم'],['تقوم'],O,O,sentence#127,True
3838,بالرحلة,ب+ ال+ رحل +ة,"['بال', '##رحل', '##ة']","['ب+', 'ال+', 'رحل', '+ة']",O,O,sentence#127,True
3839,1907,1907,['1907'],['1907'],O,O,sentence#127,True
3840,وعلى,و+ على,"['وعل', '##ى']","['و+', 'على']",O,O,sentence#127,True
3841,متنها,متن +ها,"['متن', '##ها']","['متن', '+ها']",O,O,sentence#127,True
3842,155,155,['155'],['155'],O,O,sentence#127,True
3843,راكبا,راكب +ا,"['راكب', '##ا']","['راكب', '+ا']",O,O,sentence#127,True
3844,",",",","[',']","[',']",O,O,sentence#127,True
3845,كان,كان,['كان'],['كان'],O,O,sentence#127,True
3846,من,من,['من'],['من'],O,O,sentence#127,True
3847,المقرر,ال+ مقرر,"['المق', '##رر']","['ال+', 'مقرر']",O,O,sentence#127,True
3848,أن,أن,['أن'],['أن'],O,O,sentence#127,True
3849,تتوقف,تتوقف,['تتوقف'],['تتوقف'],O,O,sentence#127,True
3850,بعض,بعض,['بعض'],['بعض'],O,O,sentence#127,True
3851,الوقت,ال+ وقت,"['الو', '##قت']","['ال+', 'وقت']",O,O,sentence#127,True
3852,في,في,['في'],['في'],O,O,sentence#127,True
3853,برازيليا,برازيليا,['برازيليا'],['برازيليا'],B-LOC,B-LOC,sentence#127,True
3854,قبل,قبل,['قبل'],['قبل'],O,O,sentence#127,True
3855,أن,أن,['أن'],['أن'],O,O,sentence#127,True
3856,تكمل,تكمل,['تكمل'],['تكمل'],O,O,sentence#127,True
3857,رحلتها,رحل +ت +ها,"['رحل', '##تها']","['رحل', '+ت', '+ها']",O,O,sentence#127,True
3858,إلى,إلى,['إلى'],['إلى'],O,O,sentence#127,True
3859,ريو,ريو,['ريو'],['ريو'],B-LOC,B-LOC,sentence#127,True
3860,دي,دي,['دي'],['دي'],I-LOC,I-LOC,sentence#127,True
3861,جانيرو,جانيرو,['جانيرو'],['جانيرو'],I-LOC,I-LOC,sentence#127,True
3862,فيينا,فيينا,['فيينا'],['فيينا'],B-LOC,O,sentence#128,False
3863,المعلومات,ال+ معلوم +ات,"['المع', '##لو', '##مات']","['ال+', 'معلوم', '+ات']",O,O,sentence#128,True
3864,التي,التي,['التي'],['التي'],O,O,sentence#128,True
3865,بثها,بث +ها,"['بث', '##ها']","['بث', '+ها']",O,O,sentence#128,True
3866,موقع,موقع,['موقع'],['موقع'],O,O,sentence#128,True
3867,غلوبو,غلوبو,"['غلوب', '##و']","['غلوب', '##و']",B-ORG,B-ORG,sentence#128,True
3868,على,على,['على'],['على'],O,O,sentence#128,True
3869,شبكة,شبك +ة,"['شبك', '##ة']","['شبك', '+ة']",O,O,sentence#128,True
3870,الإنترنت,ال+ إنترنت,"['الإ', '##نت', '##رن', '##ت']","['ال+', 'إنترنت']",O,O,sentence#128,True
3871,أن,أن,['أن'],['أن'],O,O,sentence#128,True
3872,الطائرة,ال+ طائر +ة,"['الط', '##ائر', '##ة']","['ال+', 'طائر', '+ة']",O,O,sentence#128,True
3873,البرازيلية,ال+ برازيلي +ة,"['البر', '##ازي', '##لية']","['ال+', 'برازيلي', '+ة']",O,O,sentence#128,True
3874,وهي,و+ هي,['وهي'],"['و+', 'هي']",O,O,sentence#128,True
3875,من,من,['من'],['من'],O,O,sentence#128,True
3876,طراز,طراز,['طراز'],['طراز'],O,O,sentence#128,True
3877,بوينغ,بوينغ,['بوينغ'],['بوينغ'],B-MISC,B-MISC,sentence#128,True
3878,737,737,['737'],['737'],I-MISC,I-MISC,sentence#128,True
3879,-,-,['-'],['-'],O,O,sentence#128,True
3880,800,800,['800'],['800'],I-MISC,I-MISC,sentence#128,True
3881,اصطدمت,اصطدم +ت,"['اصطدم', '##ت']","['اصطدم', '+ت']",O,O,sentence#128,True
3882,بطائرة,ب+ طائر +ة,"['بط', '##ائر', '##ة']","['ب+', 'طائر', '+ة']",O,O,sentence#128,True
3883,صغيرة,صغير +ة,"['صغير', '##ة']","['صغير', '+ة']",O,O,sentence#128,True
3884,من,من,['من'],['من'],O,O,sentence#128,True
3885,نوع,نوع,['نوع'],['نوع'],O,O,sentence#128,True
3886,ليغاسي,ليغاسي,"['ليغ', '##اسي']","['ليغ', '##اسي']",B-MISC,B-MISC,sentence#128,True
3887,فوق,فوق,['فوق'],['فوق'],O,O,sentence#128,True
3888,ولاية,ولاي +ة,"['ولاي', '##ة']","['ولاي', '+ة']",O,O,sentence#128,True
3889,بارا,بار +ا,['بارا'],"['بار', '+ا']",B-LOC,B-LOC,sentence#128,True
3890,الأمازونية,ال+ أمازوني +ة,"['الأ', '##ماز', '##ونية']","['ال+', 'أمازون', '##ي', '+ة']",O,O,sentence#128,True
3891,في,في,['في'],['في'],O,O,sentence#128,True
3892,منطقة,منطق +ة,"['منطق', '##ة']","['منطق', '+ة']",O,O,sentence#128,True
3893,سيرا,سير +ا,['سيرا'],"['سير', '+ا']",B-LOC,B-LOC,sentence#128,True
3894,دو,دو,['دو'],['دو'],I-LOC,I-LOC,sentence#128,True
3895,كاشيمبو,كاشيمبو,"['كاشي', '##مبو']","['كاشي', '##مبو']",I-LOC,I-LOC,sentence#128,True
3896,الصهيوني,ال+ صهيوني,"['الص', '##هيو', '##ني']","['ال+', 'صهيوني']",O,O,sentence#129,True
3897,نجحت,نجح +ت,"['نجح', '##ت']","['نجح', '+ت']",O,O,sentence#129,True
3898,الطائرة,ال+ طائر +ة,"['الط', '##ائر', '##ة']","['ال+', 'طائر', '+ة']",O,O,sentence#129,True
3899,الصغيرة,ال+ صغير +ة,"['الص', '##غير', '##ة']","['ال+', 'صغير', '+ة']",O,O,sentence#129,True
3900,في,في,['في'],['في'],O,O,sentence#129,True
3901,الهبوط,ال+ هبوط,"['اله', '##بوط']","['ال+', 'هبوط']",O,O,sentence#129,True
3902,رغم,رغم,['رغم'],['رغم'],O,O,sentence#129,True
3903,الأضرار,ال+ أضرار,"['الأ', '##ضر', '##ار']","['ال+', 'أضرار']",O,O,sentence#129,True
3904,الكبيرة,ال+ كبير +ة,"['الك', '##بير', '##ة']","['ال+', 'كبير', '+ة']",O,O,sentence#129,True
3905,التي,التي,['التي'],['التي'],O,O,sentence#129,True
3906,لحقت,لحق +ت,"['لحق', '##ت']","['لحق', '+ت']",O,O,sentence#129,True
3907,بجناحيها,ب+ جناحي +ها,"['بج', '##نا', '##حي', '##ها']","['ب+', 'جناحي', '+ها']",O,O,sentence#129,True
3908,وقد,و+ قد,['وقد'],"['و+', 'قد']",O,O,sentence#130,True
3909,طائرة,طائر +ة,"['طائر', '##ة']","['طائر', '+ة']",O,O,sentence#130,True
3910,البوينغ,ال+ بوينغ,"['الب', '##وين', '##غ']","['ال+', 'بوينغ']",B-ORG,B-MISC,sentence#130,False
3911,فانقطعت,ف+ انقطع +ت,"['فان', '##قطع', '##ت']","['ف+', 'انقطع', '+ت']",O,O,sentence#130,True
3912,أخبارها,أخبار +ها,"['أخبار', '##ها']","['أخبار', '+ها']",O,O,sentence#130,True
3913,،,،,['،'],['،'],O,O,sentence#130,True
3914,وقد,و+ قد,['وقد'],"['و+', 'قد']",O,O,sentence#130,True
3915,أقلعت,أقلع +ت,"['أقلع', '##ت']","['أقلع', '+ت']",O,O,sentence#130,True
3916,طائرتان,طائرتان,['طائرتان'],['طائرتان'],O,O,sentence#130,True
3917,من,من,['من'],['من'],O,O,sentence#130,True
3918,سلاح,سلاح,['سلاح'],['سلاح'],O,O,sentence#130,True
3919,الجو,ال+ جو,"['الج', '##و']","['ال+', 'جو']",O,O,sentence#130,True
3920,البرازيلي,ال+ برازيلي,"['البر', '##ازي', '##لي']","['ال+', 'برازيلي']",O,O,sentence#130,True
3921,في,في,['في'],['في'],O,O,sentence#130,True
3922,مهمة,مهم +ة,"['مهم', '##ة']","['مهم', '+ة']",O,O,sentence#130,True
3923,للبحث,ل+ ال+ بحث,"['ل', '##لب', '##حث']","['ل+', 'ال+', 'بحث']",O,O,sentence#130,True
3924,عنها,عن +ها,"['عن', '##ها']","['عن', '+ها']",O,O,sentence#130,True
3925,"""","""","['""']","['""']",O,O,sentence#131,True
3926,-,-,['-'],['-'],O,O,sentence#131,True
3927,رويترز,رويترز,['رويترز'],['رويترز'],B-ORG,B-ORG,sentence#131,True
3928,:,:,[':'],[':'],O,O,sentence#131,True
3929,قال,قال,['قال'],['قال'],O,O,sentence#131,True
3930,متحدث,متحدث,['متحدث'],['متحدث'],O,O,sentence#131,True
3931,باسم,باسم,['باسم'],['باسم'],O,O,sentence#131,True
3932,القطاع,ال+ قطاع,"['الق', '##طاع']","['ال+', 'قطاع']",O,O,sentence#131,True
3933,المصرفي,ال+ مصرفي,"['الم', '##صرفي']","['ال+', 'مصرفي']",O,O,sentence#131,True
3934,الايطالي,ال+ إيطالي,"['الاي', '##طالي']","['ال+', 'إيطالي']",O,O,sentence#131,True
3935,ان,ان,['ان'],['ان'],O,O,sentence#131,True
3936,الايطاليين,ال+ إيطالي +ين,"['الاي', '##طالي', '##ين']","['ال+', 'إيطالي', '+ين']",O,O,sentence#131,True
3937,ودعوا,و+ دع +وا,"['ودع', '##وا']","['و+', 'دع', '+وا']",O,O,sentence#131,True
3938,الليرة,ال+ لير +ة,"['اللي', '##رة']","['ال+', 'لير', '+ة']",B-MISC,B-MISC,sentence#131,True
3939,قبل,قبل,['قبل'],['قبل'],O,O,sentence#131,True
3940,طرح,طرح,['طرح'],['طرح'],O,O,sentence#131,True
3941,اليورو,ال+ يورو,"['الي', '##ورو']","['ال+', 'يورو']",B-MISC,B-MISC,sentence#131,True
3942,الاوروبي,ال+ أوروبي,"['الا', '##ورو', '##بي']","['ال+', 'أوروبي']",O,O,sentence#131,True
3943,بسحب,ب+ سحب,"['بس', '##حب']","['ب+', 'سحب']",O,O,sentence#131,True
3944,مبلغ,مبلغ,['مبلغ'],['مبلغ'],O,O,sentence#131,True
3945,قياسي,قياسي,['قياسي'],['قياسي'],O,O,sentence#131,True
3946,بلغ,بلغ,['بلغ'],['بلغ'],O,O,sentence#131,True
3947,2ر2,2 ر 2,"['2', '##ر', '##2']","['2', 'ر', '2']",O,O,sentence#131,True
3948,تريليون,تريليون,['تريليون'],['تريليون'],O,O,sentence#131,True
3949,ليرة,لير +ة,"['لير', '##ة']","['لير', '+ة']",B-MISC,B-MISC,sentence#131,True
3950,اي,اي,['اي'],['اي'],O,O,sentence#131,True
3951,14ر1,14 ر 1,"['14', '##ر', '##1']","['14', 'ر', '1']",O,O,sentence#131,True
3952,مليار,مليار,['مليار'],['مليار'],O,O,sentence#131,True
3953,يورو,يورو,['يورو'],['يورو'],B-MISC,B-MISC,sentence#131,True
3954,تعادل,تعادل,['تعادل'],['تعادل'],O,O,sentence#131,True
3955,01ر1,01 ر 1,"['01', '##ر', '##1']","['01', 'ر', '1']",O,O,sentence#131,True
3956,مليار,مليار,['مليار'],['مليار'],O,O,sentence#131,True
3957,دولار,دولار,['دولار'],['دولار'],B-MISC,B-MISC,sentence#131,True
3958,من,من,['من'],['من'],O,O,sentence#131,True
3959,الات,الا +ت,"['الا', '##ت']","['الا', '+ت']",O,O,sentence#131,True
3960,الصرف,ال+ صرف,"['الصر', '##ف']","['ال+', 'صرف']",O,O,sentence#131,True
3961,خلال,خلال,['خلال'],['خلال'],O,O,sentence#131,True
3962,يومين,يوم +ين,"['يومي', '##ن']","['يوم', '+ين']",O,O,sentence#131,True
3963,شرق,شرق,['شرق'],['شرق'],O,O,sentence#132,True
3964,عمليات,عملي +ات,"['عملي', '##ات']","['عملي', '+ات']",O,O,sentence#132,True
3965,السحب,ال+ سحب,"['الس', '##حب']","['ال+', 'سحب']",O,O,sentence#132,True
3966,النقدي,ال+ نقدي,"['الن', '##قدي']","['ال+', 'نقدي']",O,O,sentence#132,True
3967,يومي,يوم +ي,['يومي'],"['يوم', '+ي']",O,O,sentence#132,True
3968,الجمعة,ال+ جمع +ة,"['الجم', '##عة']","['ال+', 'جمع', '+ة']",O,O,sentence#132,True
3969,والسبت,و+ ال+ سبت,"['والس', '##بت']","['و+', 'ال+', 'سبت']",O,O,sentence#132,True
3970,الماضيين,ال+ ماضي +ين,"['الما', '##ضي', '##ين']","['ال+', 'ماضي', '+ين']",O,O,sentence#132,True
3971,بنسبة,ب+ نسب +ة,"['بنس', '##بة']","['ب+', 'نسب', '+ة']",O,O,sentence#132,True
3972,50,50,['50'],['50'],O,O,sentence#132,True
3973,في,في,['في'],['في'],O,O,sentence#132,True
3974,المئة,ال+ مئ +ة,"['الم', '##ئة']","['ال+', 'مئ', '+ة']",O,O,sentence#132,True
3975,عن,عن,['عن'],['عن'],O,O,sentence#132,True
3976,الفترة,ال+ فتر +ة,"['الفت', '##رة']","['ال+', 'فتر', '+ة']",O,O,sentence#132,True
3977,المقابلة,ال+ مقابل +ة,"['المق', '##ابل', '##ة']","['ال+', 'مقابل', '+ة']",O,O,sentence#132,True
3978,من,من,['من'],['من'],O,O,sentence#132,True
3979,العام,ال+ عام,"['الع', '##ام']","['ال+', 'عام']",O,O,sentence#132,True
3980,الماضي,ال+ ماضي,"['الما', '##ضي']","['ال+', 'ماضي']",O,O,sentence#132,True
3981,وسط,وسط,['وسط'],['وسط'],O,O,sentence#132,True
3982,مخاوف,مخاوف,['مخاوف'],['مخاوف'],O,O,sentence#132,True
3983,من,من,['من'],['من'],O,O,sentence#132,True
3984,الا,الا,['الا'],['الا'],O,O,sentence#132,True
3985,تكون,تكون,['تكون'],['تكون'],O,O,sentence#132,True
3986,كل,كل,['كل'],['كل'],O,O,sentence#132,True
3987,الات,الا +ت,"['الا', '##ت']","['الا', '+ت']",O,O,sentence#132,True
3988,الصرف,ال+ صرف,"['الصر', '##ف']","['ال+', 'صرف']",O,O,sentence#132,True
3989,الالي,ال+ آلي,"['الا', '##لي']","['ال+', 'آلي']",O,O,sentence#132,True
3990,جاهزة,جاهز +ة,"['جاهز', '##ة']","['جاهز', '+ة']",O,O,sentence#132,True
3991,للعمل,ل+ ال+ عمل,"['ل', '##لع', '##مل']","['ل+', 'ال+', 'عمل']",O,O,sentence#132,True
3992,بالعملة,ب+ ال+ عمل +ة,"['بال', '##عمل', '##ة']","['ب+', 'ال+', 'عمل', '+ة']",O,O,sentence#132,True
3993,الجديدة,ال+ جديد +ة,"['الج', '##ديدة']","['ال+', 'جديد', '+ة']",O,O,sentence#132,True
3994,في,في,['في'],['في'],O,O,sentence#132,True
3995,أول,أول,['أول'],['أول'],O,O,sentence#132,True
3996,يناير,يناير,['يناير'],['يناير'],O,O,sentence#132,True
3997,نتقاسم,نتقاسم,['نتقاسم'],['نتقاسم'],O,O,sentence#133,True
3998,كارلو,كارلو,['كارلو'],['كارلو'],B-PERS,B-PERS,sentence#133,True
3999,كابوتشيوني,كابوتشيوني,"['كابوت', '##شيون', '##ي']","['كابوت', '##شيون', '##ي']",I-PERS,I-PERS,sentence#133,True
4000,المتحدث,ال+ متحدث,"['المت', '##حدث']","['ال+', 'متحدث']",O,O,sentence#133,True
4001,باسم,باسم,['باسم'],['باسم'],O,O,sentence#133,True
4002,رابطة,رابط +ة,"['رابط', '##ة']","['رابط', '+ة']",B-ORG,O,sentence#133,False
4003,البنوك,ال+ بنوك,"['الب', '##نوك']","['ال+', 'بنوك']",I-ORG,O,sentence#133,False
4004,الايطالية,ال+ إيطالي +ة,"['الاي', '##طالي', '##ة']","['ال+', 'إيطالي', '+ة']",I-ORG,O,sentence#133,False
4005,امس,أمس,['امس'],['أمس'],O,O,sentence#133,True
4006,من,من,['من'],['من'],O,O,sentence#133,True
4007,الواضح,ال+ واضح,"['الوا', '##ضح']","['ال+', 'واضح']",O,O,sentence#133,True
4008,ان,ان,['ان'],['ان'],O,O,sentence#133,True
4009,الحديث,ال+ حديث,"['الح', '##ديث']","['ال+', 'حديث']",O,O,sentence#133,True
4010,لا,لا,['لا'],['لا'],O,O,sentence#133,True
4011,ينقطع,ينقطع,['ينقطع'],['ينقطع'],O,O,sentence#133,True
4012,عن,عن,['عن'],['عن'],O,O,sentence#133,True
4013,اليورو,ال+ يورو,"['الي', '##ورو']","['ال+', 'يورو']",B-MISC,B-MISC,sentence#133,True
4014,اوسع,أوسع,['اوسع'],['أوسع'],O,O,sentence#134,True
4015,تتطلع,تتطلع,['تتطلع'],['تتطلع'],O,O,sentence#134,True
4016,فيما,فيما,['فيما'],['فيما'],O,O,sentence#134,True
4017,يبدو,يبدو,['يبدو'],['يبدو'],O,O,sentence#134,True
4018,لفترة,ل+ فتر +ة,"['لفت', '##رة']","['ل+', 'فتر', '+ة']",O,O,sentence#134,True
4019,من,من,['من'],['من'],O,O,sentence#134,True
4020,الهدوء,ال+ هدوء,"['اله', '##دو', '##ء']","['ال+', 'هدوء']",O,O,sentence#134,True
4021,خلال,خلال,['خلال'],['خلال'],O,O,sentence#134,True
4022,عملية,عملي +ة,"['عملي', '##ة']","['عملي', '+ة']",O,O,sentence#134,True
4023,التغيير,ال+ تغيير,"['الت', '##غيير']","['ال+', 'تغيير']",O,O,sentence#134,True
4024,الى,الى,['الى'],['الى'],O,O,sentence#135,True
4025,المتحدث,ال+ متحدث,"['المت', '##حدث']","['ال+', 'متحدث']",O,O,sentence#135,True
4026,عن,عن,['عن'],['عن'],O,O,sentence#135,True
4027,تحديد,تحديد,['تحديد'],['تحديد'],O,O,sentence#135,True
4028,العدد,ال+ عدد,"['الع', '##دد']","['ال+', 'عدد']",O,O,sentence#135,True
4029,الذي,الذي,['الذي'],['الذي'],O,O,sentence#135,True
4030,يتوقع,يتوقع,['يتوقع'],['يتوقع'],O,O,sentence#135,True
4031,ان,ان,['ان'],['ان'],O,O,sentence#135,True
4032,يكون,يكون,['يكون'],['يكون'],O,O,sentence#135,True
4033,جاهزا,جاهز +ا,"['جاهز', '##ا']","['جاهز', '+ا']",O,O,sentence#135,True
4034,للعمل,ل+ ال+ عمل,"['ل', '##لع', '##مل']","['ل+', 'ال+', 'عمل']",O,O,sentence#135,True
4035,باليورو,ب+ ال+ يورو,"['بالي', '##ورو']","['ب+', 'ال+', 'يورو']",B-MISC,O,sentence#135,False
4036,في,في,['في'],['في'],O,O,sentence#135,True
4037,مطلع,مطلع,['مطلع'],['مطلع'],O,O,sentence#135,True
4038,العام,ال+ عام,"['الع', '##ام']","['ال+', 'عام']",O,O,sentence#135,True
4039,من,من,['من'],['من'],O,O,sentence#135,True
4040,بين,بين,['بين'],['بين'],O,O,sentence#135,True
4041,الات,الا +ت,"['الا', '##ت']","['الا', '+ت']",O,O,sentence#135,True
4042,الصرف,ال+ صرف,"['الصر', '##ف']","['ال+', 'صرف']",O,O,sentence#135,True
4043,الالي,ال+ آلي,"['الا', '##لي']","['ال+', 'آلي']",O,O,sentence#135,True
4044,البالغ,ال+ بالغ,"['الب', '##الغ']","['ال+', 'بالغ']",O,O,sentence#135,True
4045,عددها,عدد +ها,"['عدد', '##ها']","['عدد', '+ها']",O,O,sentence#135,True
4046,30,30,['30'],['30'],O,O,sentence#135,True
4047,الفا,ألف +ا,"['الف', '##ا']","['ألف', '+ا']",O,O,sentence#135,True
4048,في,في,['في'],['في'],O,O,sentence#135,True
4049,ايطاليا,ايطاليا,['ايطاليا'],['ايطاليا'],B-LOC,B-LOC,sentence#135,True
4050,وقال,و+ قال,"['وق', '##ال']","['و+', 'قال']",O,O,sentence#135,True
4051,ان,ان,['ان'],['ان'],O,O,sentence#135,True
4052,الرابطة,ال+ رابط +ة,"['الر', '##ابط', '##ة']","['ال+', 'رابط', '+ة']",O,O,sentence#135,True
4053,ستتمكن,س+ تتمكن,"['ستت', '##م', '##كن']","['س+', 'تتمكن']",O,O,sentence#135,True
4054,من,من,['من'],['من'],O,O,sentence#135,True
4055,تقدير,تقدير,['تقدير'],['تقدير'],O,O,sentence#135,True
4056,هذا,هذا,['هذا'],['هذا'],O,O,sentence#135,True
4057,العدد,ال+ عدد,"['الع', '##دد']","['ال+', 'عدد']",O,O,sentence#135,True
4058,ظهر,ظهر,['ظهر'],['ظهر'],O,O,sentence#135,True
4059,اليوم,ال+ يوم,"['الي', '##وم']","['ال+', 'يوم']",O,O,sentence#135,True
4060,الثلاثاء,ال+ ثلاثاء,"['ال', '##ثلاثاء']","['ال+', 'ثلاثاء']",O,O,sentence#135,True
4061,ان,ان,['ان'],['ان'],O,O,sentence#136,True
4062,انه,+ان +ه,['انه'],"['+ان', '+ه']",O,O,sentence#136,True
4063,من,من,['من'],['من'],O,O,sentence#136,True
4064,المتوقع,ال+ متوقع,"['المت', '##وقع']","['ال+', 'متوقع']",O,O,sentence#136,True
4065,ان,ان,['ان'],['ان'],O,O,sentence#136,True
4066,تعمل,تعمل,['تعمل'],['تعمل'],O,O,sentence#136,True
4067,90,90,['90'],['90'],O,O,sentence#136,True
4068,في,في,['في'],['في'],O,O,sentence#136,True
4069,المئة,ال+ مئ +ة,"['الم', '##ئة']","['ال+', 'مئ', '+ة']",O,O,sentence#136,True
4070,من,من,['من'],['من'],O,O,sentence#136,True
4071,الات,الا +ت,"['الا', '##ت']","['الا', '+ت']",O,O,sentence#136,True
4072,الصرف,ال+ صرف,"['الصر', '##ف']","['ال+', 'صرف']",O,O,sentence#136,True
4073,بالبنوك,ب+ ال+ بنوك,"['بال', '##بن', '##وك']","['ب+', 'ال+', 'بنوك']",O,O,sentence#136,True
4074,باليورو,ب+ ال+ يورو,"['بالي', '##ورو']","['ب+', 'ال+', 'يورو']",B-MISC,O,sentence#136,False
4075,فقط,فقط,['فقط'],['فقط'],O,O,sentence#136,True
4076,بحلول,ب+ حلول,"['بح', '##لول']","['ب+', 'حلول']",O,O,sentence#136,True
4077,السادس,ال+ سادس,"['الس', '##ادس']","['ال+', 'سادس']",O,O,sentence#136,True
4078,من,من,['من'],['من'],O,O,sentence#136,True
4079,يناير,يناير,['يناير'],['يناير'],O,O,sentence#136,True
4080,هذا,هذا,['هذا'],['هذا'],O,O,sentence#137,True
4081,العاملون,ال+ عامل +ون,"['الع', '##امل', '##ون']","['ال+', 'عامل', '+ون']",O,O,sentence#137,True
4082,في,في,['في'],['في'],O,O,sentence#137,True
4083,البنك,ال+ بنك,"['الب', '##نك']","['ال+', 'بنك']",B-ORG,B-ORG,sentence#137,True
4084,المركزي,ال+ مركزي,"['المر', '##كز', '##ي']","['ال+', 'مركزي']",I-ORG,I-ORG,sentence#137,True
4085,الايطالي,ال+ إيطالي,"['الاي', '##طالي']","['ال+', 'إيطالي']",I-ORG,I-ORG,sentence#137,True
4086,اضرابا,إضراب +ا,"['اضراب', '##ا']","['إضراب', '+ا']",O,O,sentence#137,True
4087,عن,عن,['عن'],['عن'],O,O,sentence#137,True
4088,العمل,ال+ عمل,"['الع', '##مل']","['ال+', 'عمل']",O,O,sentence#137,True
4089,يوم,يوم,['يوم'],['يوم'],O,O,sentence#137,True
4090,الاربعاء,ال+ اربعاء,"['الا', '##ربع', '##اء']","['ال+', 'اربعاء']",O,O,sentence#137,True
4091,المقبل,ال+ مقبل,"['المق', '##بل']","['ال+', 'مقبل']",O,O,sentence#137,True
4092,في,في,['في'],['في'],O,O,sentence#137,True
4093,خطوة,خطو +ة,"['خطو', '##ة']","['خطو', '+ة']",O,O,sentence#137,True
4094,قد,قد,['قد'],['قد'],O,O,sentence#137,True
4095,تخلق,تخلق,['تخلق'],['تخلق'],O,O,sentence#137,True
4096,تعقيدات,تعقيد +ات,"['تعقيد', '##ات']","['تعقيد', '+ات']",O,O,sentence#137,True
4097,في,في,['في'],['في'],O,O,sentence#137,True
4098,عمليات,عملي +ات,"['عملي', '##ات']","['عملي', '+ات']",O,O,sentence#137,True
4099,الصرف,ال+ صرف,"['الصر', '##ف']","['ال+', 'صرف']",O,O,sentence#137,True
4100,الاجنبي,ال+ أجنبي,"['الا', '##جنب', '##ي']","['ال+', 'أجنبي']",O,O,sentence#137,True
4101,في,في,['في'],['في'],O,O,sentence#137,True
4102,أول,أول,['أول'],['أول'],O,O,sentence#137,True
4103,ايام,أيام,['ايام'],['أيام'],O,O,sentence#137,True
4104,العمل,ال+ عمل,"['الع', '##مل']","['ال+', 'عمل']",O,O,sentence#137,True
4105,الرسمية,ال+ رسمي +ة,"['الر', '##سمي', '##ة']","['ال+', 'رسمي', '+ة']",O,O,sentence#137,True
4106,بعد,بعد,['بعد'],['بعد'],O,O,sentence#137,True
4107,طرح,طرح,['طرح'],['طرح'],O,O,sentence#137,True
4108,اليورو,ال+ يورو,"['الي', '##ورو']","['ال+', 'يورو']",B-MISC,B-MISC,sentence#137,True
4109,الاوروبي,ال+ أوروبي,"['الا', '##ورو', '##بي']","['ال+', 'أوروبي']",O,I-MISC,sentence#137,False
4110,للتداول,ل+ ال+ تداول,"['ل', '##لت', '##دا', '##ول']","['ل+', 'ال+', 'تداول']",O,O,sentence#137,True
4111,دولي,دولي,['دولي'],['دولي'],O,O,sentence#138,True
4112,الاضراب,ال+ إضراب,"['الا', '##ضر', '##اب']","['ال+', 'إضراب']",O,O,sentence#138,True
4113,الذي,الذي,['الذي'],['الذي'],O,O,sentence#138,True
4114,يستمر,يستمر,['يستمر'],['يستمر'],O,O,sentence#138,True
4115,اليوم,ال+ يوم,"['الي', '##وم']","['ال+', 'يوم']",O,O,sentence#138,True
4116,كله,كل +ه,"['كل', '##ه']","['كل', '+ه']",O,O,sentence#138,True
4117,الي,الي,['الي'],['الي'],O,O,sentence#138,True
4118,عجز,عجز,['عجز'],['عجز'],O,O,sentence#138,True
4119,الايطاليين,ال+ إيطالي +ين,"['الاي', '##طالي', '##ين']","['ال+', 'إيطالي', '+ين']",O,O,sentence#138,True
4120,عن,عن,['عن'],['عن'],O,O,sentence#138,True
4121,استبدال,استبدال,['استبدال'],['استبدال'],O,O,sentence#138,True
4122,اليورو,ال+ يورو,"['الي', '##ورو']","['ال+', 'يورو']",B-MISC,B-MISC,sentence#138,True
4123,بالليرة,ب+ ال+ لير +ة,"['بال', '##لير', '##ة']","['ب+', 'ال+', 'لير', '+ة']",B-MISC,O,sentence#138,False
4124,في,في,['في'],['في'],O,O,sentence#138,True
4125,مقار,مقار,['مقار'],['مقار'],O,O,sentence#138,True
4126,بنك,بنك,['بنك'],['بنك'],B-ORG,B-ORG,sentence#138,True
4127,ايطاليا,ايطاليا,['ايطاليا'],['ايطاليا'],I-ORG,I-ORG,sentence#138,True
