,words,preprocessed_words,tokenised_words,pre_tok_words,true,pred,sentence,agreement,model_name,preprocessing
4967,وتصدر,"['و', '##ت', '##صدر']","['و', '##ت', '##صدر']","['و', '##ت', '##صدر']",O,O,sentence#168,True,mbert,without_preprocessing
4968,بفارق,"['ب', '##فا', '##رق']","['ب', '##فا', '##رق']","['ب', '##فا', '##رق']",O,O,sentence#168,True,mbert,without_preprocessing
4969,11,['11'],['11'],['11'],O,O,sentence#168,True,mbert,without_preprocessing
4970,ثانية,"['ث', '##انية']","['ث', '##انية']","['ث', '##انية']",O,O,sentence#168,True,mbert,without_preprocessing
4971,عن,['عن'],['عن'],['عن'],O,O,sentence#168,True,mbert,without_preprocessing
4972,شريكه,"['شريك', '##ه']","['شريك', '##ه']","['شريك', '##ه']",O,O,sentence#168,True,mbert,without_preprocessing
4973,السابق,['السابق'],['السابق'],['السابق'],O,O,sentence#168,True,mbert,without_preprocessing
4974,في,['في'],['في'],['في'],O,O,sentence#168,True,mbert,without_preprocessing
4975,الصدارة,"['ال', '##صدار', '##ة']","['ال', '##صدار', '##ة']","['ال', '##صدار', '##ة']",O,O,sentence#168,True,mbert,without_preprocessing
4976,الفرنسي,['الفرنسي'],['الفرنسي'],['الفرنسي'],O,O,sentence#168,True,mbert,without_preprocessing
4977,سيريل,"['سي', '##ري', '##ل']","['سي', '##ري', '##ل']","['سي', '##ري', '##ل']",B-PERS,B-PERS,sentence#168,True,mbert,without_preprocessing
4978,ديسبري,"['دي', '##سب', '##ري']","['دي', '##سب', '##ري']","['دي', '##سب', '##ري']",B-PERS,I-PERS,sentence#168,False,mbert,without_preprocessing
4979,،,['،'],['،'],['،'],O,O,sentence#168,True,mbert,without_preprocessing
4980,بينما,['بينما'],['بينما'],['بينما'],O,O,sentence#168,True,mbert,without_preprocessing
4981,بقي,"['ب', '##قي']","['ب', '##قي']","['ب', '##قي']",O,O,sentence#168,True,mbert,without_preprocessing
4982,الفنلندي,"['الف', '##نل', '##ندي']","['الف', '##نل', '##ندي']","['الف', '##نل', '##ندي']",O,O,sentence#168,True,mbert,without_preprocessing
4983,كاري,"['ك', '##اري']","['ك', '##اري']","['ك', '##اري']",B-PERS,B-PERS,sentence#168,True,mbert,without_preprocessing
4984,تيانين,"['تي', '##اني', '##ن']","['تي', '##اني', '##ن']","['تي', '##اني', '##ن']",I-PERS,I-PERS,sentence#168,True,mbert,without_preprocessing
4985,ثالثا,"['ث', '##ال', '##ث', '##ا']","['ث', '##ال', '##ث', '##ا']","['ث', '##ال', '##ث', '##ا']",O,O,sentence#168,True,mbert,without_preprocessing
4986,،,['،'],['،'],['،'],O,O,sentence#168,True,mbert,without_preprocessing
4987,والثلاثة,"['و', '##ال', '##ثلاثة']","['و', '##ال', '##ثلاثة']","['و', '##ال', '##ثلاثة']",O,O,sentence#168,True,mbert,without_preprocessing
4988,يقودون,"['ي', '##قود', '##ون']","['ي', '##قود', '##ون']","['ي', '##قود', '##ون']",O,O,sentence#168,True,mbert,without_preprocessing
4989,دراجات,"['در', '##اج', '##ات']","['در', '##اج', '##ات']","['در', '##اج', '##ات']",O,O,sentence#168,True,mbert,without_preprocessing
4990,من,['من'],['من'],['من'],O,O,sentence#168,True,mbert,without_preprocessing
4991,طراز,"['ط', '##راز']","['ط', '##راز']","['ط', '##راز']",O,O,sentence#168,True,mbert,without_preprocessing
4992,كي,"['ك', '##ي']","['ك', '##ي']","['ك', '##ي']",B-MISC,B-MISC,sentence#168,True,mbert,without_preprocessing
4993,تي,['تي'],['تي'],['تي'],I-MISC,I-MISC,sentence#168,True,mbert,without_preprocessing
4994,إم,['ام'],['ام'],['ام'],I-MISC,I-MISC,sentence#168,True,mbert,without_preprocessing
4995,إل,['ال'],['ال'],['ال'],I-MISC,I-MISC,sentence#168,True,mbert,without_preprocessing
4996,سي4,"['سي', '##4']","['سي', '##4']","['سي', '##4']",I-MISC,I-MISC,sentence#168,True,mbert,without_preprocessing
4997,660,['660'],['660'],['660'],I-MISC,I-MISC,sentence#168,True,mbert,without_preprocessing
4998,من,['من'],['من'],['من'],O,O,sentence#169,True,mbert,without_preprocessing
4999,يحتفل,"['ي', '##حت', '##فل']","['ي', '##حت', '##فل']","['ي', '##حت', '##فل']",O,O,sentence#169,True,mbert,without_preprocessing
5000,المشاركون,"['ال', '##م', '##شارك', '##ون']","['ال', '##م', '##شارك', '##ون']","['ال', '##م', '##شارك', '##ون']",O,O,sentence#169,True,mbert,without_preprocessing
5001,والمنظمون,"['و', '##ال', '##من', '##ظم', '##ون']","['و', '##ال', '##من', '##ظم', '##ون']","['و', '##ال', '##من', '##ظم', '##ون']",O,O,sentence#169,True,mbert,without_preprocessing
5002,وفرق,"['و', '##فر', '##ق']","['و', '##فر', '##ق']","['و', '##فر', '##ق']",O,O,sentence#169,True,mbert,without_preprocessing
5003,الدعم,"['ال', '##دعم']","['ال', '##دعم']","['ال', '##دعم']",O,O,sentence#169,True,mbert,without_preprocessing
5004,بليلة,"['بل', '##يلة']","['بل', '##يلة']","['بل', '##يلة']",O,O,sentence#169,True,mbert,without_preprocessing
5005,رأس,['راس'],['راس'],['راس'],O,O,sentence#169,True,mbert,without_preprocessing
5006,السنة,['السنة'],['السنة'],['السنة'],O,O,sentence#169,True,mbert,without_preprocessing
5007,في,['في'],['في'],['في'],O,O,sentence#169,True,mbert,without_preprocessing
5008,العاصمة,['العاصمة'],['العاصمة'],['العاصمة'],O,O,sentence#169,True,mbert,without_preprocessing
5009,المغربية,['المغربية'],['المغربية'],['المغربية'],O,O,sentence#169,True,mbert,without_preprocessing
5010,قبل,['قبل'],['قبل'],['قبل'],O,O,sentence#169,True,mbert,without_preprocessing
5011,خوض,"['خ', '##وض']","['خ', '##وض']","['خ', '##وض']",O,O,sentence#169,True,mbert,without_preprocessing
5012,غمار,"['غ', '##مار']","['غ', '##مار']","['غ', '##مار']",O,O,sentence#169,True,mbert,without_preprocessing
5013,المرحلة,['المرحلة'],['المرحلة'],['المرحلة'],O,O,sentence#169,True,mbert,without_preprocessing
5014,الافريقية,"['الا', '##فر', '##يقية']","['الا', '##فر', '##يقية']","['الا', '##فر', '##يقية']",O,O,sentence#169,True,mbert,without_preprocessing
5015,الاولي,"['الاول', '##ي']","['الاول', '##ي']","['الاول', '##ي']",O,O,sentence#169,True,mbert,without_preprocessing
5016,صباح,"['ص', '##با', '##ح']","['ص', '##با', '##ح']","['ص', '##با', '##ح']",O,O,sentence#169,True,mbert,without_preprocessing
5017,الثلاثاء,"['ال', '##ثل', '##اث', '##اء']","['ال', '##ثل', '##اث', '##اء']","['ال', '##ثل', '##اث', '##اء']",O,O,sentence#169,True,mbert,without_preprocessing
5018,والبالغة,"['و', '##ال', '##بال', '##غة']","['و', '##ال', '##بال', '##غة']","['و', '##ال', '##بال', '##غة']",O,O,sentence#169,True,mbert,without_preprocessing
5019,مسافتها,"['م', '##سا', '##فته', '##ا']","['م', '##سا', '##فته', '##ا']","['م', '##سا', '##فته', '##ا']",O,O,sentence#169,True,mbert,without_preprocessing
5020,80,['80'],['80'],['80'],O,O,sentence#169,True,mbert,without_preprocessing
5021,كيلومترا,"['ك', '##يل', '##ومتر', '##ا']","['ك', '##يل', '##ومتر', '##ا']","['ك', '##يل', '##ومتر', '##ا']",O,O,sentence#169,True,mbert,without_preprocessing
5022,،,['،'],['،'],['،'],O,O,sentence#169,True,mbert,without_preprocessing
5023,علي,['علي'],['علي'],['علي'],O,O,sentence#169,True,mbert,without_preprocessing
5024,أن,['ان'],['ان'],['ان'],O,O,sentence#169,True,mbert,without_preprocessing
5025,تبدأ,"['ت', '##بدا']","['ت', '##بدا']","['ت', '##بدا']",O,O,sentence#169,True,mbert,without_preprocessing
5026,المرحلة,['المرحلة'],['المرحلة'],['المرحلة'],O,O,sentence#169,True,mbert,without_preprocessing
5027,الصحراوية,"['ال', '##ص', '##حر', '##اوية']","['ال', '##ص', '##حر', '##اوية']","['ال', '##ص', '##حر', '##اوية']",O,O,sentence#169,True,mbert,without_preprocessing
5028,الاولي,"['الاول', '##ي']","['الاول', '##ي']","['الاول', '##ي']",O,O,sentence#169,True,mbert,without_preprocessing
5029,في,['في'],['في'],['في'],O,O,sentence#169,True,mbert,without_preprocessing
5030,منطقة,['منطقة'],['منطقة'],['منطقة'],O,O,sentence#169,True,mbert,without_preprocessing
5031,الرشيدة,"['ال', '##رش', '##يدة']","['ال', '##رش', '##يدة']","['ال', '##رش', '##يدة']",O,B-LOC,sentence#169,False,mbert,without_preprocessing
5032,صباح,"['ص', '##با', '##ح']","['ص', '##با', '##ح']","['ص', '##با', '##ح']",O,O,sentence#169,True,mbert,without_preprocessing
5033,الاربعاء,"['الا', '##رب', '##عا', '##ء']","['الا', '##رب', '##عا', '##ء']","['الا', '##رب', '##عا', '##ء']",O,O,sentence#169,True,mbert,without_preprocessing
5034,أزيد,"['از', '##يد']","['از', '##يد']","['از', '##يد']",O,O,sentence#170,True,mbert,without_preprocessing
5035,الترتيب,"['ال', '##تر', '##تيب']","['ال', '##تر', '##تيب']","['ال', '##تر', '##تيب']",O,O,sentence#170,True,mbert,without_preprocessing
5036,العام,['العام'],['العام'],['العام'],O,O,sentence#170,True,mbert,without_preprocessing
5037,للرالي,"['ل', '##لر', '##الي']","['ل', '##لر', '##الي']","['ل', '##لر', '##الي']",B-MISC,O,sentence#170,False,mbert,without_preprocessing
5038,:,[':'],[':'],[':'],O,O,sentence#170,True,mbert,without_preprocessing
5039,السيارات,"['ال', '##سي', '##ارات']","['ال', '##سي', '##ارات']","['ال', '##سي', '##ارات']",O,O,sentence#170,True,mbert,without_preprocessing
5040,1,['1'],['1'],['1'],O,O,sentence#170,True,mbert,without_preprocessing
5041,-,['-'],['-'],['-'],O,O,sentence#170,True,mbert,without_preprocessing
5042,دي,['دي'],['دي'],['دي'],B-PERS,B-ORG,sentence#170,False,mbert,without_preprocessing
5043,ميفيوس,"['م', '##يف', '##يو', '##س']","['م', '##يف', '##يو', '##س']","['م', '##يف', '##يو', '##س']",I-PERS,I-ORG,sentence#170,False,mbert,without_preprocessing
5044,بلجيكا,"['بل', '##جي', '##كا']","['بل', '##جي', '##كا']","['بل', '##جي', '##كا']",B-LOC,B-LOC,sentence#170,True,mbert,without_preprocessing
5045,نيسان,"['ن', '##يس', '##ان']","['ن', '##يس', '##ان']","['ن', '##يس', '##ان']",B-ORG,B-ORG,sentence#170,True,mbert,without_preprocessing
5046,بيك,"['بي', '##ك']","['بي', '##ك']","['بي', '##ك']",B-MISC,I-ORG,sentence#170,False,mbert,without_preprocessing
5047,آب,['اب'],['اب'],['اب'],I-MISC,O,sentence#170,False,mbert,without_preprocessing
5048,39,['39'],['39'],['39'],O,O,sentence#170,True,mbert,without_preprocessing
5049,دقيقة,"['د', '##قيقة']","['د', '##قيقة']","['د', '##قيقة']",O,O,sentence#170,True,mbert,without_preprocessing
5050,42,['42'],['42'],['42'],O,O,sentence#170,True,mbert,without_preprocessing
5051,ثانية,"['ث', '##انية']","['ث', '##انية']","['ث', '##انية']",O,O,sentence#170,True,mbert,without_preprocessing
5052,وتشكل,"['و', '##ت', '##شكل']","['و', '##ت', '##شكل']","['و', '##ت', '##شكل']",O,O,sentence#171,True,mbert,without_preprocessing
5053,جيل,"['جي', '##ل']","['جي', '##ل']","['جي', '##ل']",B-PERS,O,sentence#171,False,mbert,without_preprocessing
5054,اسبانيا,['اسبانيا'],['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#171,True,mbert,without_preprocessing
5055,سيات,"['سي', '##ات']","['سي', '##ات']","['سي', '##ات']",B-ORG,B-MISC,sentence#171,False,mbert,without_preprocessing
5056,كوردوبا,"['ك', '##ورد', '##وب', '##ا']","['ك', '##ورد', '##وب', '##ا']","['ك', '##ورد', '##وب', '##ا']",B-MISC,B-MISC,sentence#171,True,mbert,without_preprocessing
5057,39د,"['39', '##د']","['39', '##د']","['39', '##د']",O,O,sentence#171,True,mbert,without_preprocessing
5058,56ث,"['56', '##ث']","['56', '##ث']","['56', '##ث']",O,O,sentence#171,True,mbert,without_preprocessing
5059,ألف,['الف'],['الف'],['الف'],O,O,sentence#172,True,mbert,without_preprocessing
5060,-,['-'],['-'],['-'],O,O,sentence#172,True,mbert,without_preprocessing
5061,بيتر,"['بيت', '##ر']","['بيت', '##ر']","['بيت', '##ر']",B-PERS,B-PERS,sentence#172,True,mbert,without_preprocessing
5062,هانسل,"['ها', '##نس', '##ل']","['ها', '##نس', '##ل']","['ها', '##نس', '##ل']",I-PERS,I-PERS,sentence#172,True,mbert,without_preprocessing
5063,فرنسا,['فرنسا'],['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#172,True,mbert,without_preprocessing
5064,نيسان,"['ن', '##يس', '##ان']","['ن', '##يس', '##ان']","['ن', '##يس', '##ان']",B-ORG,B-ORG,sentence#172,True,mbert,without_preprocessing
5065,بيك,"['بي', '##ك']","['بي', '##ك']","['بي', '##ك']",B-MISC,I-ORG,sentence#172,False,mbert,without_preprocessing
5066,آب,['اب'],['اب'],['اب'],I-MISC,O,sentence#172,False,mbert,without_preprocessing
5067,40د,"['40', '##د']","['40', '##د']","['40', '##د']",O,O,sentence#172,True,mbert,without_preprocessing
5068,39ث,"['39', '##ث']","['39', '##ث']","['39', '##ث']",O,O,sentence#172,True,mbert,without_preprocessing
5069,المفتوح,"['ال', '##م', '##فت', '##وح']","['ال', '##م', '##فت', '##وح']","['ال', '##م', '##فت', '##وح']",O,O,sentence#173,True,mbert,without_preprocessing
5070,-,['-'],['-'],['-'],O,O,sentence#173,True,mbert,without_preprocessing
5071,سوسا,"['سو', '##سا']","['سو', '##سا']","['سو', '##سا']",B-PERS,B-ORG,sentence#173,False,mbert,without_preprocessing
5072,اسبانيا,['اسبانيا'],['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#173,True,mbert,without_preprocessing
5073,متسوبيشي,"['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']",B-ORG,O,sentence#173,False,mbert,without_preprocessing
5074,ال,['ال'],['ال'],['ال'],B-MISC,O,sentence#173,False,mbert,without_preprocessing
5075,،,['،'],['،'],['،'],O,O,sentence#173,True,mbert,without_preprocessing
5076,200,['200'],['200'],['200'],I-MISC,O,sentence#173,False,mbert,without_preprocessing
5077,40د,"['40', '##د']","['40', '##د']","['40', '##د']",O,O,sentence#173,True,mbert,without_preprocessing
5078,41ث,"['41', '##ث']","['41', '##ث']","['41', '##ث']",O,O,sentence#173,True,mbert,without_preprocessing
5079,من,['من'],['من'],['من'],O,O,sentence#174,True,mbert,without_preprocessing
5080,-,['-'],['-'],['-'],O,O,sentence#174,True,mbert,without_preprocessing
5081,ماسوكا,"['ما', '##سو', '##كا']","['ما', '##سو', '##كا']","['ما', '##سو', '##كا']",B-PERS,B-LOC,sentence#174,False,mbert,without_preprocessing
5082,اليابان,['اليابان'],['اليابان'],['اليابان'],B-LOC,B-LOC,sentence#174,True,mbert,without_preprocessing
5083,متسوبيشي,"['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']",B-ORG,O,sentence#174,False,mbert,without_preprocessing
5084,باجيرو,"['با', '##جي', '##رو']","['با', '##جي', '##رو']","['با', '##جي', '##رو']",I-ORG,B-MISC,sentence#174,False,mbert,without_preprocessing
5085,40د,"['40', '##د']","['40', '##د']","['40', '##د']",O,O,sentence#174,True,mbert,without_preprocessing
5086,46,['46'],['46'],['46'],O,O,sentence#174,True,mbert,without_preprocessing
5087,ث,['ث'],['ث'],['ث'],O,O,sentence#174,True,mbert,without_preprocessing
5088,إعداد,['اعداد'],['اعداد'],['اعداد'],O,O,sentence#175,True,mbert,without_preprocessing
5089,-,['-'],['-'],['-'],O,O,sentence#175,True,mbert,without_preprocessing
5090,كلاين,"['كلا', '##ين']","['كلا', '##ين']","['كلا', '##ين']",B-PERS,B-PERS,sentence#175,True,mbert,without_preprocessing
5091,شميت,"['ش', '##مي', '##ت']","['ش', '##مي', '##ت']","['ش', '##مي', '##ت']",I-PERS,I-PERS,sentence#175,True,mbert,without_preprocessing
5092,المانيا,['المانيا'],['المانيا'],['المانيا'],B-LOC,B-LOC,sentence#175,True,mbert,without_preprocessing
5093,متسوبيشي,"['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']",B-ORG,O,sentence#175,False,mbert,without_preprocessing
5094,باجيرو,"['با', '##جي', '##رو']","['با', '##جي', '##رو']","['با', '##جي', '##رو']",B-MISC,B-MISC,sentence#175,True,mbert,without_preprocessing
5095,40د,"['40', '##د']","['40', '##د']","['40', '##د']",O,O,sentence#175,True,mbert,without_preprocessing
5096,59ث,"['59', '##ث']","['59', '##ث']","['59', '##ث']",O,O,sentence#175,True,mbert,without_preprocessing
5097,*,['*'],['*'],['*'],O,O,sentence#176,True,mbert,without_preprocessing
5098,-,['-'],['-'],['-'],O,O,sentence#176,True,mbert,without_preprocessing
5099,فونتيناي,"['ف', '##ونت', '##ينا', '##ي']","['ف', '##ونت', '##ينا', '##ي']","['ف', '##ونت', '##ينا', '##ي']",B-PERS,B-ORG,sentence#176,False,mbert,without_preprocessing
5100,فرنسا,['فرنسا'],['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#176,True,mbert,without_preprocessing
5101,متسوبيشي,"['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']",B-ORG,O,sentence#176,False,mbert,without_preprocessing
5102,باجيرو,"['با', '##جي', '##رو']","['با', '##جي', '##رو']","['با', '##جي', '##رو']",B-MISC,B-MISC,sentence#176,True,mbert,without_preprocessing
5103,40د,"['40', '##د']","['40', '##د']","['40', '##د']",O,O,sentence#176,True,mbert,without_preprocessing
5104,58ث,"['58', '##ث']","['58', '##ث']","['58', '##ث']",O,O,sentence#176,True,mbert,without_preprocessing
5105,أنغو,"['ان', '##غو']","['ان', '##غو']","['ان', '##غو']",I-PERS,B-LOC,sentence#177,False,mbert,without_preprocessing
5106,-,['-'],['-'],['-'],O,O,sentence#177,True,mbert,without_preprocessing
5107,شينوزوكا,"['ش', '##ين', '##وز', '##وك', '##ا']","['ش', '##ين', '##وز', '##وك', '##ا']","['ش', '##ين', '##وز', '##وك', '##ا']",B-PERS,B-LOC,sentence#177,False,mbert,without_preprocessing
5108,اليابان,['اليابان'],['اليابان'],['اليابان'],B-LOC,B-LOC,sentence#177,True,mbert,without_preprocessing
5109,متسوبيشي,"['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']",B-ORG,O,sentence#177,False,mbert,without_preprocessing
5110,باجيرو,"['با', '##جي', '##رو']","['با', '##جي', '##رو']","['با', '##جي', '##رو']",B-MISC,B-PERS,sentence#177,False,mbert,without_preprocessing
5111,41د,"['41', '##د']","['41', '##د']","['41', '##د']",O,O,sentence#177,True,mbert,without_preprocessing
5112,32ث,"['32', '##ث']","['32', '##ث']","['32', '##ث']",O,O,sentence#177,True,mbert,without_preprocessing
5113,هيئة,['هيية'],['هيية'],['هيية'],O,O,sentence#178,True,mbert,without_preprocessing
5114,-,['-'],['-'],['-'],O,O,sentence#178,True,mbert,without_preprocessing
5115,سيرفيا,"['سي', '##رف', '##يا']","['سي', '##رف', '##يا']","['سي', '##رف', '##يا']",B-PERS,B-ORG,sentence#178,False,mbert,without_preprocessing
5116,اسبانيا,['اسبانيا'],['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#178,True,mbert,without_preprocessing
5117,شليسير,"['ش', '##لي', '##سير']","['ش', '##لي', '##سير']","['ش', '##لي', '##سير']",B-ORG,B-MISC,sentence#178,False,mbert,without_preprocessing
5118,42د,"['42', '##د']","['42', '##د']","['42', '##د']",O,O,sentence#178,True,mbert,without_preprocessing
5119,42ث,"['42', '##ث']","['42', '##ث']","['42', '##ث']",O,O,sentence#178,True,mbert,without_preprocessing
5120,يعد,['يعد'],['يعد'],['يعد'],O,O,sentence#179,True,mbert,without_preprocessing
5121,الهاجري,"['ال', '##ها', '##جري']","['ال', '##ها', '##جري']","['ال', '##ها', '##جري']",B-PERS,O,sentence#179,False,mbert,without_preprocessing
5122,قطر,['قطر'],['قطر'],['قطر'],B-LOC,B-LOC,sentence#179,True,mbert,without_preprocessing
5123,متسوبيشي,"['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']","['م', '##تس', '##وب', '##يش', '##ي']",B-ORG,O,sentence#179,False,mbert,without_preprocessing
5124,ال,['ال'],['ال'],['ال'],B-MISC,O,sentence#179,False,mbert,without_preprocessing
5125,،,['،'],['،'],['،'],O,O,sentence#179,True,mbert,without_preprocessing
5126,200,['200'],['200'],['200'],B-MISC,O,sentence#179,False,mbert,without_preprocessing
5127,43د,"['43', '##د']","['43', '##د']","['43', '##د']",O,O,sentence#179,True,mbert,without_preprocessing
5128,16ث,"['16', '##ث']","['16', '##ث']","['16', '##ث']",O,O,sentence#179,True,mbert,without_preprocessing
5129,يحل,"['ي', '##حل']","['ي', '##حل']","['ي', '##حل']",O,O,sentence#180,True,mbert,without_preprocessing
5130,1,['1'],['1'],['1'],O,O,sentence#180,True,mbert,without_preprocessing
5131,-,['-'],['-'],['-'],O,O,sentence#180,True,mbert,without_preprocessing
5132,روما,"['روم', '##ا']","['روم', '##ا']","['روم', '##ا']",B-PERS,B-ORG,sentence#180,False,mbert,without_preprocessing
5133,اسبانيا,['اسبانيا'],['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#180,True,mbert,without_preprocessing
5134,كي,"['ك', '##ي']","['ك', '##ي']","['ك', '##ي']",B-MISC,O,sentence#180,False,mbert,without_preprocessing
5135,تي,['تي'],['تي'],['تي'],I-MISC,I-ORG,sentence#180,False,mbert,without_preprocessing
5136,إم,['ام'],['ام'],['ام'],I-MISC,I-ORG,sentence#180,False,mbert,without_preprocessing
5137,38,['38'],['38'],['38'],O,O,sentence#180,True,mbert,without_preprocessing
5138,دقيقة,"['د', '##قيقة']","['د', '##قيقة']","['د', '##قيقة']",O,O,sentence#180,True,mbert,without_preprocessing
5139,7,['7'],['7'],['7'],O,O,sentence#180,True,mbert,without_preprocessing
5140,ثوان,"['ث', '##وان']","['ث', '##وان']","['ث', '##وان']",O,O,sentence#180,True,mbert,without_preprocessing
5141,وأكد,"['و', '##اك', '##د']","['و', '##اك', '##د']","['و', '##اك', '##د']",O,O,sentence#181,True,mbert,without_preprocessing
5142,ديسبري,"['دي', '##سب', '##ري']","['دي', '##سب', '##ري']","['دي', '##سب', '##ري']",B-PERS,B-ORG,sentence#181,False,mbert,without_preprocessing
5143,فرنسا,['فرنسا'],['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#181,True,mbert,without_preprocessing
5144,كي,"['ك', '##ي']","['ك', '##ي']","['ك', '##ي']",B-MISC,O,sentence#181,False,mbert,without_preprocessing
5145,تي,['تي'],['تي'],['تي'],I-MISC,I-MISC,sentence#181,True,mbert,without_preprocessing
5146,إم,['ام'],['ام'],['ام'],I-MISC,I-MISC,sentence#181,True,mbert,without_preprocessing
5147,38د,"['38', '##د']","['38', '##د']","['38', '##د']",O,O,sentence#181,True,mbert,without_preprocessing
5148,18ث,"['18', '##ث']","['18', '##ث']","['18', '##ث']",O,O,sentence#181,True,mbert,without_preprocessing
5149,"""","['""']","['""']","['""']",O,O,sentence#182,True,mbert,without_preprocessing
5150,-,['-'],['-'],['-'],O,O,sentence#182,True,mbert,without_preprocessing
5151,تيانين,"['تي', '##اني', '##ن']","['تي', '##اني', '##ن']","['تي', '##اني', '##ن']",B-PERS,B-ORG,sentence#182,False,mbert,without_preprocessing
5152,فنلندا,"['فن', '##لندا']","['فن', '##لندا']","['فن', '##لندا']",B-LOC,B-LOC,sentence#182,True,mbert,without_preprocessing
5153,كي,"['ك', '##ي']","['ك', '##ي']","['ك', '##ي']",B-MISC,B-MISC,sentence#182,True,mbert,without_preprocessing
5154,تي,['تي'],['تي'],['تي'],I-MISC,I-MISC,sentence#182,True,mbert,without_preprocessing
5155,إم,['ام'],['ام'],['ام'],I-MISC,I-MISC,sentence#182,True,mbert,without_preprocessing
5156,38,['38'],['38'],['38'],O,I-MISC,sentence#182,False,mbert,without_preprocessing
5157,د37ث,"['د', '##3', '##7', '##ث']","['د', '##3', '##7', '##ث']","['د', '##3', '##7', '##ث']",O,O,sentence#182,True,mbert,without_preprocessing
5158,متسارعة,"['م', '##تس', '##ارع', '##ة']","['م', '##تس', '##ارع', '##ة']","['م', '##تس', '##ارع', '##ة']",O,O,sentence#183,True,mbert,without_preprocessing
5159,-,['-'],['-'],['-'],O,O,sentence#183,True,mbert,without_preprocessing
5160,سينكت,"['سي', '##ن', '##ك', '##ت']","['سي', '##ن', '##ك', '##ت']","['سي', '##ن', '##ك', '##ت']",B-PERS,B-ORG,sentence#183,False,mbert,without_preprocessing
5161,فرنسا,['فرنسا'],['فرنسا'],['فرنسا'],B-LOC,B-LOC,sentence#183,True,mbert,without_preprocessing
5162,كي,"['ك', '##ي']","['ك', '##ي']","['ك', '##ي']",B-MISC,B-MISC,sentence#183,True,mbert,without_preprocessing
5163,تي,['تي'],['تي'],['تي'],I-MISC,I-MISC,sentence#183,True,mbert,without_preprocessing
5164,إم,['ام'],['ام'],['ام'],I-MISC,I-MISC,sentence#183,True,mbert,without_preprocessing
5165,39د,"['39', '##د']","['39', '##د']","['39', '##د']",O,I-MISC,sentence#183,False,mbert,without_preprocessing
5166,البنكي,"['ال', '##بن', '##كي']","['ال', '##بن', '##كي']","['ال', '##بن', '##كي']",O,O,sentence#184,True,mbert,without_preprocessing
5167,-,['-'],['-'],['-'],O,O,sentence#184,True,mbert,without_preprocessing
5168,استيف,"['است', '##يف']","['است', '##يف']","['است', '##يف']",B-PERS,B-ORG,sentence#184,False,mbert,without_preprocessing
5169,بوجول,"['بو', '##جو', '##ل']","['بو', '##جو', '##ل']","['بو', '##جو', '##ل']",I-PERS,I-ORG,sentence#184,False,mbert,without_preprocessing
5170,اسبانيا,['اسبانيا'],['اسبانيا'],['اسبانيا'],B-LOC,B-LOC,sentence#184,True,mbert,without_preprocessing
5171,كي,"['ك', '##ي']","['ك', '##ي']","['ك', '##ي']",B-MISC,B-MISC,sentence#184,True,mbert,without_preprocessing
5172,تي,['تي'],['تي'],['تي'],I-MISC,I-MISC,sentence#184,True,mbert,without_preprocessing
5173,إم,['ام'],['ام'],['ام'],I-MISC,I-MISC,sentence#184,True,mbert,without_preprocessing
5174,39د,"['39', '##د']","['39', '##د']","['39', '##د']",O,O,sentence#184,True,mbert,without_preprocessing
5175,42ث,"['42', '##ث']","['42', '##ث']","['42', '##ث']",O,O,sentence#184,True,mbert,without_preprocessing
5176,أن,['ان'],['ان'],['ان'],O,O,sentence#185,True,mbert,without_preprocessing
5177,-,['-'],['-'],['-'],O,O,sentence#185,True,mbert,without_preprocessing
5178,كوما,"['ك', '##وم', '##ا']","['ك', '##وم', '##ا']","['ك', '##وم', '##ا']",B-PERS,B-LOC,sentence#185,False,mbert,without_preprocessing
5179,ايطاليا,['ايطاليا'],['ايطاليا'],['ايطاليا'],B-LOC,B-LOC,sentence#185,True,mbert,without_preprocessing
5180,سوزوكي,"['سو', '##زو', '##كي']","['سو', '##زو', '##كي']","['سو', '##زو', '##كي']",B-ORG,B-ORG,sentence#185,True,mbert,without_preprocessing
5181,40د,"['40', '##د']","['40', '##د']","['40', '##د']",O,O,sentence#185,True,mbert,without_preprocessing
